date,kpi,tier,actual_value,rolling_mean,z_score,stl_residual_z,wow_change,mom_change,direction,deviation_pct,flag_a1,flag_a2,flag_a3,method_a_flag,anomaly_flag,anomaly_kpi,anomaly_event
2024-03-06,total_revenue_usd,1,11758.3,11883.5957,-0.534,-0.8601,-0.0105,0.3584,DOWN,-1.05,False,False,False,False,0,,
2024-03-07,total_revenue_usd,1,11774.73,11851.3857,-0.3313,-0.8831,-0.0188,0.3039,DOWN,-0.65,False,False,False,False,0,,
2024-03-08,total_revenue_usd,1,12083.19,11883.1414,0.8079,0.1306,0.0187,0.3708,UP,1.68,False,False,False,False,0,,
2024-03-09,total_revenue_usd,1,12418.93,12024.6429,1.7402,1.0007,0.0867,0.4117,UP,3.28,False,False,False,False,0,,
2024-03-10,total_revenue_usd,1,13547.22,12252.7343,2.1108,3.335,0.1336,0.4277,UP,10.56,False,True,False,True,0,,
2024-03-11,total_revenue_usd,1,13073.11,12389.8471,1.004,0.7289,0.0792,0.3161,UP,5.51,False,False,False,False,0,,
2024-03-12,total_revenue_usd,1,12241.38,12413.8371,-0.2573,-0.3048,0.0139,0.2429,DOWN,-1.39,False,False,False,False,0,,
2024-03-13,total_revenue_usd,1,12264.81,12486.1957,-0.3613,-0.2381,0.0431,0.2625,DOWN,-1.77,False,False,False,False,0,,
2024-03-14,total_revenue_usd,1,12216.74,12549.34,-0.6088,-0.068,0.0375,0.349,DOWN,-2.65,False,False,False,False,0,,
2024-03-15,total_revenue_usd,1,7563.43,11903.66,-2.1924,-4.7443,-0.3741,-0.2572,DOWN,-36.46,False,True,True,True,1,sales_volume,inventory_stockout
2024-03-16,total_revenue_usd,1,12447.8,11907.7843,0.2726,0.412,0.0023,0.1828,UP,4.53,False,False,False,False,0,,
2024-03-17,total_revenue_usd,1,11973.27,11682.9343,0.157,0.024,-0.1162,0.1768,UP,2.49,False,False,False,False,0,,
2024-03-18,total_revenue_usd,1,11186.34,11413.3957,-0.13,-1.2233,-0.1443,0.0765,DOWN,-1.99,False,False,False,False,0,,
2024-03-19,total_revenue_usd,1,11539.33,11313.1029,0.1322,-0.2611,-0.0574,0.0222,UP,2.0,False,False,False,False,0,,
2024-03-20,total_revenue_usd,1,11866.32,11256.1757,0.363,0.2574,-0.0325,0.0696,UP,5.42,False,False,False,False,0,,
2024-03-21,total_revenue_usd,1,11671.06,11178.2214,0.3003,0.1713,-0.0447,0.0281,UP,4.41,False,False,False,False,0,,
2024-03-22,total_revenue_usd,1,11592.04,11753.7371,-0.4078,0.078,0.5326,-0.0092,DOWN,-1.38,False,False,False,False,0,,
2024-03-23,total_revenue_usd,1,11520.46,11621.26,-0.3937,-0.1004,-0.0745,0.0075,DOWN,-0.87,False,False,False,False,0,,
2024-03-24,total_revenue_usd,1,11836.57,11601.7314,1.028,0.1195,-0.0114,0.0939,UP,2.02,False,False,False,False,0,,
2024-03-25,total_revenue_usd,1,12386.13,11773.13,2.0243,0.0667,0.1073,0.1591,UP,5.21,False,False,False,False,0,,
2024-03-26,total_revenue_usd,1,12349.76,11888.9057,1.3174,0.2925,0.0702,0.1547,UP,3.88,False,False,False,False,0,,
2024-03-27,total_revenue_usd,1,11995.86,11907.4114,0.2514,-0.0252,0.0109,0.0688,UP,0.74,False,False,False,False,0,,
2024-03-28,total_revenue_usd,1,12098.96,11968.54,0.3825,-0.0142,0.0367,0.0636,UP,1.09,False,False,False,False,0,,
2024-03-29,total_revenue_usd,1,12524.12,12101.6943,1.2027,0.271,0.0804,0.0539,UP,3.49,False,False,False,False,0,,
2024-03-30,total_revenue_usd,1,12413.32,12229.2457,0.7261,-0.039,0.0775,0.0344,UP,1.51,False,False,False,False,0,,
2024-03-31,total_revenue_usd,1,12975.42,12391.9386,1.8407,0.246,0.0962,0.094,UP,4.71,False,False,False,False,0,,
2024-04-01,total_revenue_usd,1,13560.1,12559.6486,1.8417,0.4519,0.0948,0.1865,UP,7.97,False,False,False,False,0,,
2024-04-02,total_revenue_usd,1,13689.83,12751.0871,1.3873,0.5549,0.1085,0.1455,UP,7.36,False,False,False,False,0,,
2024-04-03,total_revenue_usd,1,13485.91,12963.9514,0.8253,0.5767,0.1242,0.1133,UP,4.03,False,False,False,False,0,,
2024-04-04,total_revenue_usd,1,13456.9,13157.9429,0.5734,0.4159,0.1122,0.1146,UP,2.27,False,False,False,False,0,,
2024-04-05,total_revenue_usd,1,13057.41,13234.1271,-0.3953,-0.0393,0.0426,0.1105,DOWN,-1.34,False,False,False,False,0,,
2024-04-06,total_revenue_usd,1,13344.43,13367.1429,-0.0865,0.3879,0.075,0.1333,DOWN,-0.17,False,False,False,False,0,,
2024-04-07,total_revenue_usd,1,13159.25,13393.4043,-1.05,0.226,0.0142,0.0891,DOWN,-1.75,False,False,False,False,0,,
2024-04-08,total_revenue_usd,1,13021.76,13316.4986,-1.1913,0.166,-0.0397,0.0485,DOWN,-2.21,False,False,False,False,0,,
2024-04-09,total_revenue_usd,1,12946.69,13210.3357,-1.208,-0.0809,-0.0543,-0.0443,DOWN,-2.0,False,False,False,False,0,,
2024-04-10,total_revenue_usd,1,12633.56,13088.5714,-1.6827,0.0187,-0.0632,-0.0336,DOWN,-3.48,False,False,False,False,0,,
2024-04-11,total_revenue_usd,1,12667.65,12975.8214,-1.2068,-0.1866,-0.0587,0.0348,DOWN,-2.37,False,False,False,False,0,,
2024-04-12,total_revenue_usd,1,13261.45,13004.97,0.9261,0.8106,0.0156,0.0813,UP,1.97,False,False,False,False,0,,
2024-04-13,total_revenue_usd,1,13033.56,12960.56,0.3103,0.1486,-0.0233,0.0669,UP,0.56,False,False,False,False,0,,
2024-04-14,total_revenue_usd,1,13396.38,12994.4357,1.4294,1.3903,0.018,0.7712,UP,3.09,False,False,False,False,0,,
2024-04-15,total_revenue_usd,1,12712.02,12950.1871,-0.7941,-1.078,-0.0238,0.0212,DOWN,-1.84,False,False,False,False,0,,
2024-04-16,total_revenue_usd,1,13381.46,13012.2971,1.0818,0.6201,0.0336,0.1176,UP,2.84,False,False,False,False,0,,
2024-04-17,total_revenue_usd,1,14093.26,13220.8257,1.7937,3.749,0.1155,0.2599,UP,6.6,False,True,False,True,0,,
2024-04-18,total_revenue_usd,1,13611.99,13355.7314,0.5882,1.2957,0.0745,0.1796,UP,1.92,False,False,False,False,0,,
2024-04-19,total_revenue_usd,1,13160.05,13341.2457,-0.4109,0.733,-0.0076,0.109,DOWN,-1.36,False,False,False,False,0,,
2024-04-20,total_revenue_usd,1,12911.61,13323.8243,-0.9014,0.2184,-0.0094,0.1063,DOWN,-3.09,False,False,False,False,0,,
2024-04-21,total_revenue_usd,1,12128.05,13142.6343,-1.5879,-0.6616,-0.0947,0.0462,DOWN,-7.72,False,False,False,False,0,,
2024-04-22,total_revenue_usd,1,12084.24,13052.9514,-1.3007,-0.5594,-0.0494,0.0489,DOWN,-7.42,False,False,False,False,1,fulfillment_time,logistics_disruption
2024-04-23,total_revenue_usd,1,12228.82,12888.2886,-0.8387,0.0854,-0.0861,0.0331,DOWN,-5.12,False,False,False,False,0,,
2024-04-24,total_revenue_usd,1,11651.45,12539.4586,-1.2696,0.1145,-0.1733,-0.0593,DOWN,-7.08,False,False,False,False,0,,
2024-04-25,total_revenue_usd,1,11726.39,12270.0871,-0.9566,-0.6879,-0.1385,-0.0505,DOWN,-4.43,False,False,False,False,0,,
2024-04-26,total_revenue_usd,1,11056.66,11969.6029,-1.5866,-1.1299,-0.1598,-0.0783,DOWN,-7.63,False,False,False,False,0,,
2024-04-27,total_revenue_usd,1,10933.08,11686.9557,-1.4533,-1.5166,-0.1532,-0.0964,DOWN,-6.45,False,False,False,False,0,,
2024-04-28,total_revenue_usd,1,10066.27,11392.4157,-1.7516,-2.0908,-0.17,-0.1962,DOWN,-11.64,False,False,False,False,0,,
2024-04-29,total_revenue_usd,1,11206.41,11267.0114,-0.0874,-0.1615,-0.0726,-0.0972,DOWN,-0.54,False,False,False,False,0,,
2024-04-30,total_revenue_usd,1,11029.79,11095.7214,-0.12,-0.3458,-0.098,-0.1499,DOWN,-0.59,False,False,False,False,0,,
2024-05-01,total_revenue_usd,1,10799.83,10974.0614,-0.3501,-0.7681,-0.0731,-0.2036,DOWN,-1.59,False,False,False,False,0,,
2024-05-02,total_revenue_usd,1,10670.64,10823.24,-0.4048,-2.3363,-0.09,-0.2205,DOWN,-1.41,False,False,False,False,0,,
2024-05-03,total_revenue_usd,1,11141.47,10835.3557,0.791,-0.6524,0.0077,-0.1738,UP,2.83,False,False,False,False,0,,
2024-05-04,total_revenue_usd,1,12130.18,11006.37,1.7915,0.8326,0.1095,-0.0986,UP,10.21,False,False,False,False,0,,
2024-05-05,total_revenue_usd,1,11533.75,11216.01,0.6469,0.0865,0.1458,-0.1167,UP,2.83,False,False,False,False,0,,
2024-05-06,total_revenue_usd,1,12350.2,11379.4086,1.49,0.4236,0.1021,-0.0745,UP,8.53,False,False,False,False,0,,
2024-05-07,total_revenue_usd,1,13228.96,11693.5757,1.6565,2.59,0.1994,0.0053,UP,13.13,False,True,False,True,0,,
2024-05-08,total_revenue_usd,1,13052.1,12015.3286,1.0852,1.7047,0.2085,0.0023,UP,8.63,False,False,False,False,0,,
2024-05-09,total_revenue_usd,1,12706.72,12306.1971,0.5204,0.1628,0.1908,-0.0185,UP,3.25,False,False,False,False,0,,
2024-05-10,total_revenue_usd,1,12559.95,12508.8371,0.0891,0.39,0.1273,-0.0058,UP,0.41,False,False,False,False,0,,
2024-05-11,total_revenue_usd,1,12429.73,12551.63,-0.221,0.0101,0.0247,-0.0188,DOWN,-0.97,False,False,False,False,0,,
2024-05-12,total_revenue_usd,1,12021.81,12621.3529,-1.4432,-0.1959,0.0423,-0.0935,DOWN,-4.75,False,False,False,False,0,,
2024-05-13,total_revenue_usd,1,11247.44,12463.8157,-1.8214,-2.0438,-0.0893,-0.137,DOWN,-9.76,False,False,False,False,0,,
2024-05-14,total_revenue_usd,1,11656.44,12239.17,-0.9235,-0.1905,-0.1189,-0.1299,DOWN,-4.76,False,False,False,False,0,,
2024-05-15,total_revenue_usd,1,11955.54,12082.5186,-0.2431,0.1073,-0.084,-0.0595,DOWN,-1.05,False,False,False,False,0,,
2024-05-16,total_revenue_usd,1,11954.32,11975.0329,-0.0467,-0.4639,-0.0592,-0.1067,DOWN,-0.17,False,False,False,False,0,,
2024-05-17,total_revenue_usd,1,11785.91,11864.4557,-0.2164,-0.2953,-0.0616,-0.1637,DOWN,-0.66,False,False,False,False,0,,
2024-05-18,total_revenue_usd,1,11489.08,11730.0771,-0.847,-0.2461,-0.0757,-0.156,DOWN,-2.05,False,False,False,False,0,,
2024-05-19,total_revenue_usd,1,11964.79,11721.9314,0.8816,0.6601,-0.0047,-0.0908,UP,2.07,False,False,False,False,0,,
2024-05-20,total_revenue_usd,1,12021.05,11832.4471,0.9548,-0.0089,0.0688,-0.069,UP,1.59,False,False,False,False,0,,
2024-05-21,total_revenue_usd,1,11564.51,11819.3143,-1.1929,-0.4241,-0.0079,-0.0465,DOWN,-2.16,False,False,False,False,0,,
2024-05-22,total_revenue_usd,1,11472.75,11750.3443,-1.1627,-1.506,-0.0404,-0.0506,DOWN,-2.36,False,False,False,False,1,refunds,fraud_attack
2024-05-23,total_revenue_usd,1,11502.64,11685.8186,-0.778,-2.1155,-0.0378,-0.0594,DOWN,-1.57,False,False,False,False,0,,
2024-05-24,total_revenue_usd,1,11375.97,11627.2557,-0.9799,-2.0826,-0.0348,-0.0236,DOWN,-2.16,False,False,False,False,0,,
2024-05-25,total_revenue_usd,1,12481.18,11768.9843,1.7767,0.6003,0.0864,0.0644,UP,6.05,False,False,False,False,0,,
2024-05-26,total_revenue_usd,1,12727.27,11877.91,1.5678,0.1263,0.0637,0.1511,UP,7.15,False,False,False,False,0,,
2024-05-27,total_revenue_usd,1,13193.21,12045.3614,1.5538,0.3387,0.0975,0.2067,UP,9.53,False,False,False,False,0,,
2024-05-28,total_revenue_usd,1,13273.71,12289.5329,1.1856,0.5674,0.1478,0.3186,UP,8.01,False,False,False,False,0,,
2024-05-29,total_revenue_usd,1,13484.66,12576.9486,1.0701,0.4482,0.1754,0.2033,UP,7.22,False,False,False,False,0,,
2024-05-30,total_revenue_usd,1,13879.51,12916.5014,1.1717,0.3732,0.2066,0.2584,UP,7.46,False,False,True,True,0,,
2024-05-31,total_revenue_usd,1,13757.04,13256.6543,0.9763,0.4408,0.2093,0.2738,UP,3.77,False,False,True,True,0,,
2024-06-01,total_revenue_usd,1,12484.34,13257.1057,-1.51,-0.3568,0.0003,0.17,DOWN,-5.83,False,False,False,False,0,,
2024-06-02,total_revenue_usd,1,12862.94,13276.4871,-0.8432,-0.4428,0.0107,0.1545,DOWN,-3.11,False,False,False,False,0,,
2024-06-03,total_revenue_usd,1,13244.53,13283.8186,-0.0803,0.1754,0.0039,0.0919,DOWN,-0.3,False,False,False,False,0,,
2024-06-04,total_revenue_usd,1,13507.07,13317.1557,0.3825,0.8599,0.0176,0.1711,UP,1.43,False,False,False,False,0,,
2024-06-05,total_revenue_usd,1,13502.02,13319.6357,0.3666,0.6121,0.0013,0.0933,UP,1.37,False,False,False,False,0,,
2024-06-06,total_revenue_usd,1,13669.26,13289.6,0.8196,0.416,-0.0151,0.0333,UP,2.86,False,False,False,False,0,,
2024-06-07,total_revenue_usd,1,13421.55,13241.6729,0.4259,0.7623,-0.0244,0.0283,UP,1.36,False,False,False,False,0,,
2024-06-08,total_revenue_usd,1,13811.72,13431.2986,1.2341,2.8461,0.1063,0.087,UP,2.83,False,True,False,True,0,,
2024-06-09,total_revenue_usd,1,13059.39,13459.3629,-1.5896,0.8067,0.0153,0.0398,DOWN,-2.97,False,False,False,False,0,,
2024-06-10,total_revenue_usd,1,12379.98,13335.8557,-1.9845,-0.1575,-0.0653,-0.004,DOWN,-7.17,False,False,False,False,0,,
2024-06-11,total_revenue_usd,1,12162.41,13143.7614,-1.526,-0.2764,-0.0996,0.0117,DOWN,-7.47,False,False,False,False,0,,
2024-06-12,total_revenue_usd,1,12105.29,12944.2286,-1.1573,-0.8405,-0.1034,0.0763,DOWN,-6.48,False,False,False,False,0,,
2024-06-13,total_revenue_usd,1,11625.91,12652.3214,-1.2951,-1.7064,-0.1495,-0.0026,DOWN,-8.11,False,False,False,False,0,,
2024-06-14,total_revenue_usd,1,11855.14,12428.5486,-0.7549,-0.7125,-0.1167,-0.0084,DOWN,-4.61,False,False,False,False,0,,
2024-06-15,total_revenue_usd,1,11969.9,12165.4314,-0.4243,0.0774,-0.1334,0.0013,DOWN,-1.61,False,False,False,False,0,,
2024-06-16,total_revenue_usd,1,12441.94,12077.2243,1.2669,-0.078,-0.0473,0.0557,UP,3.02,False,False,False,False,0,,
2024-06-17,total_revenue_usd,1,12595.99,12108.0829,1.4622,0.1051,0.0174,0.0963,UP,4.03,False,False,False,False,0,,
2024-06-18,total_revenue_usd,1,14538.37,12447.5057,2.1331,2.759,0.1954,0.2151,UP,16.8,False,True,False,True,1,sessions,website_outage
2024-06-19,total_revenue_usd,1,13662.0,12669.8929,0.9335,0.3798,0.1286,0.1365,UP,7.83,False,False,False,False,0,,
2024-06-20,total_revenue_usd,1,13572.38,12947.96,0.6265,-0.0782,0.1674,0.1736,UP,4.82,False,False,False,False,0,,
2024-06-21,total_revenue_usd,1,13350.99,13161.6529,0.216,-0.3034,0.1262,0.1637,UP,1.44,False,False,False,False,0,,
2024-06-22,total_revenue_usd,1,14454.71,13516.6257,1.1521,1.581,0.2076,0.2566,UP,6.94,False,False,True,True,0,,
2024-06-23,total_revenue_usd,1,14401.92,13796.6229,0.8478,0.9066,0.1575,0.266,UP,4.39,False,False,False,False,0,,
2024-06-24,total_revenue_usd,1,14133.44,14016.2586,0.2432,0.366,0.1221,0.1324,UP,0.84,False,False,False,False,0,,
2024-06-25,total_revenue_usd,1,13672.19,13892.5186,-0.5075,-0.1962,-0.0596,0.0742,DOWN,-1.59,False,False,False,False,0,,
2024-06-26,total_revenue_usd,1,14309.59,13985.0314,0.7282,-0.2096,0.0474,0.0846,UP,2.32,False,False,False,False,0,,
2024-06-27,total_revenue_usd,1,13940.91,14037.6786,-0.2365,-0.5459,0.0272,0.0503,DOWN,-0.69,False,False,False,False,0,,
2024-06-28,total_revenue_usd,1,13964.38,14125.3057,-0.5664,-0.135,0.0459,0.0356,DOWN,-1.14,False,False,False,False,0,,
2024-06-29,total_revenue_usd,1,14015.7,14062.59,-0.1914,0.0196,-0.0304,0.0098,DOWN,-0.33,False,False,False,False,0,,
2024-06-30,total_revenue_usd,1,13623.5,13951.3871,-1.355,-0.6183,-0.054,-0.0097,DOWN,-2.35,False,False,False,False,0,,
2024-07-01,total_revenue_usd,1,13740.32,13895.2271,-0.6501,-0.3401,-0.0278,0.1006,DOWN,-1.11,False,False,False,False,0,,
2024-07-02,total_revenue_usd,1,13728.84,13903.32,-0.7577,-0.0796,0.0041,0.0673,DOWN,-1.25,False,False,False,False,0,,
2024-07-03,total_revenue_usd,1,14356.97,13910.0886,1.828,0.0481,0.0033,0.084,UP,3.21,False,False,False,False,0,,
2024-07-04,total_revenue_usd,1,14342.38,13967.4414,1.2718,0.1353,0.0288,0.0618,UP,2.68,False,False,False,False,0,,
2024-07-05,total_revenue_usd,1,14065.66,13981.91,0.2819,-0.3614,0.0073,0.0417,UP,0.6,False,False,False,False,0,,
2024-07-06,total_revenue_usd,1,13824.02,13954.5271,-0.4318,-0.6147,-0.0137,0.0113,DOWN,-0.94,False,False,False,False,0,,
2024-07-07,total_revenue_usd,1,13729.86,13969.7214,-0.8415,-0.5583,0.0078,0.023,DOWN,-1.72,False,False,False,False,0,,
2024-07-08,total_revenue_usd,1,13827.9,13982.2329,-0.5612,-0.3121,0.0064,0.0012,DOWN,-1.1,False,False,False,False,0,,
2024-07-09,total_revenue_usd,1,13828.35,13996.4486,-0.6416,-0.3531,0.0072,0.0589,DOWN,-1.2,False,False,False,False,0,,
2024-07-10,total_revenue_usd,1,14540.28,14022.6357,1.6752,-0.1124,0.0128,0.1745,UP,3.69,False,False,False,False,1,roas,marketing_tracking_outage
2024-07-11,total_revenue_usd,1,14720.24,14076.6157,1.6288,-0.4708,0.0263,0.2103,UP,4.57,False,False,False,False,0,,
2024-07-12,total_revenue_usd,1,15211.37,14240.2886,1.6666,0.1668,0.0815,0.2566,UP,6.82,False,False,False,False,0,,
2024-07-13,total_revenue_usd,1,15396.82,14464.9743,1.3526,0.7111,0.1138,0.3244,UP,6.44,False,False,False,False,0,,
2024-07-14,total_revenue_usd,1,15248.06,14681.86,0.8615,0.3605,0.1106,0.2862,UP,3.86,False,False,False,False,0,,
2024-07-15,total_revenue_usd,1,14783.79,14818.4157,-0.0643,-0.8377,0.0691,0.2351,DOWN,-0.23,False,False,False,False,0,,
