anomaly_id,date,kpi,tier,severity,votes,methods_flagged,direction,actual_value,expected_value,deviation_pct,z_score,method_b_score,yhat,yhat_lower,yhat_upper,flag_a1,flag_a2,flag_a3,method_a_flag,method_b_flag,method_c_flag,anomaly_flag,anomaly_event,anomaly_kpi
ANO-20240111-ROAS,2024-01-11,avg_roas,1,HIGH,3,"statistical, isolation_forest, prophet",UP,157.414,38.923,304.42,2.2014,0.02326,43.7632,-11.1407,97.9713,False,True,False,True,True,True,0,,
ANO-20240130-ROAS,2024-01-30,avg_roas,1,MEDIUM,2,"statistical, prophet",UP,116.979,32.5749,259.11,2.1364,-0.01331,33.8064,-16.1045,88.0315,False,True,False,True,False,True,0,,
ANO-20240131-ROAS,2024-01-31,avg_roas,1,HIGH,3,"statistical, isolation_forest, prophet",UP,132.081,49.7314,165.59,1.5571,0.0098,38.1523,-10.4402,87.4196,False,True,True,True,True,True,0,,
ANO-20240227-ROAS,2024-02-27,avg_roas,1,MEDIUM,2,"statistical, prophet",UP,89.901,45.6519,96.93,2.0523,-0.02942,31.2052,-22.5544,79.5382,False,False,True,True,False,True,0,,
ANO-20240311-ROAS,2024-03-11,avg_roas,1,MEDIUM,2,"statistical, prophet",UP,92.717,35.3956,161.94,1.8596,-0.05815,29.1254,-21.5848,78.3186,False,True,True,True,False,True,0,,
ANO-20240412-ROAS,2024-04-12,avg_roas,1,MEDIUM,2,"statistical, prophet",UP,110.292,37.3179,195.55,2.0407,-0.04882,38.971,-9.1249,91.8485,False,True,True,True,False,True,0,,
ANO-20240417-ROAS,2024-04-17,avg_roas,1,MEDIUM,2,"statistical, isolation_forest",DOWN,16.7,31.0373,-46.19,-0.3921,0.01839,39.8812,-10.7907,91.4318,False,False,True,True,True,False,0,,
ANO-20240428-ROAS,2024-04-28,avg_roas,1,MEDIUM,2,"statistical, prophet",UP,115.439,38.7797,197.68,2.102,-0.05052,29.1677,-20.7365,81.3251,False,True,True,True,False,True,0,,
ANO-20240429-ROAS,2024-04-29,avg_roas,1,MEDIUM,2,"statistical, prophet",UP,102.82,48.5693,111.7,1.2451,-0.10511,32.011,-19.6164,86.5645,False,False,True,True,False,True,0,,
ANO-20240526-ROAS,2024-05-26,avg_roas,1,MEDIUM,2,"statistical, prophet",UP,86.135,37.2377,131.31,1.5311,-0.02123,33.3807,-15.1424,81.6832,False,False,True,True,False,True,0,,
ANO-20240601-ROAS,2024-06-01,avg_roas,1,MEDIUM,2,"statistical, prophet",UP,102.085,41.1267,148.22,1.5758,-0.0466,39.9936,-15.0972,92.373,False,True,True,True,False,True,0,,
ANO-20240612-ROAS,2024-06-12,avg_roas,1,MEDIUM,2,"statistical, prophet",UP,99.458,40.8899,143.23,1.6443,-0.09651,37.8947,-13.0177,91.272,False,False,True,True,False,True,0,,
ANO-20240618-ROAS,2024-06-18,avg_roas,1,MEDIUM,2,"statistical, isolation_forest",DOWN,33.824,52.2066,-35.21,-0.5094,0.03432,30.4773,-22.8489,84.4187,False,False,True,True,True,False,1,website_outage,sessions
ANO-20240619-ROAS,2024-06-19,avg_roas,1,MEDIUM,2,"statistical, isolation_forest",UP,57.126,46.1591,23.76,0.3673,0.06364,33.8994,-14.5269,82.1335,False,False,True,True,True,False,0,,
ANO-20240620-ROAS,2024-06-20,avg_roas,1,MEDIUM,2,"statistical, isolation_forest",UP,64.939,42.4781,52.88,0.914,0.07949,36.5388,-13.5429,85.6685,False,False,True,True,True,False,0,,
ANO-20240621-ROAS,2024-06-21,avg_roas,1,MEDIUM,2,"statistical, isolation_forest",DOWN,9.197,35.454,-74.06,-1.0004,0.00341,34.0902,-17.271,86.6473,False,False,True,True,True,False,0,,
ANO-20240622-ROAS,2024-06-22,avg_roas,1,MEDIUM,2,"statistical, isolation_forest",DOWN,21.769,37.1134,-41.34,-0.6212,0.02479,30.3001,-19.696,81.1701,False,False,True,True,True,False,0,,
ANO-20240624-ROAS,2024-06-24,avg_roas,1,MEDIUM,2,"statistical, prophet",UP,101.107,41.7814,141.99,1.7119,-0.01031,30.2902,-21.8327,79.1377,False,False,True,True,False,True,0,,
ANO-20240626-ROAS,2024-06-26,avg_roas,1,MEDIUM,2,"statistical, isolation_forest",DOWN,10.798,33.4786,-67.75,-0.6301,0.00036,33.5355,-18.7861,83.2219,False,False,True,True,True,False,0,,
ANO-20240708-ROAS,2024-07-08,avg_roas,1,MEDIUM,2,"statistical, prophet",UP,86.854,30.5689,184.13,2.1136,-0.05001,35.2113,-13.0274,86.7259,False,False,True,True,False,True,0,,
ANO-20240710-ROAS,2024-07-10,avg_roas,1,MEDIUM,2,"statistical, isolation_forest",DOWN,14.032,34.5853,-59.43,-0.7114,0.09053,38.313,-9.947,90.5429,False,False,True,True,True,False,1,marketing_tracking_outage,roas
ANO-20240711-ROAS,2024-07-11,avg_roas,1,MEDIUM,2,"statistical, isolation_forest",UP,84.536,42.9903,96.64,1.2225,0.04265,41.1944,-9.6175,90.3927,False,False,True,True,True,False,0,,
ANO-20240723-ROAS,2024-07-23,avg_roas,1,MEDIUM,2,"statistical, isolation_forest",DOWN,3.372,29.1686,-88.44,-0.9054,0.0198,27.7496,-23.0797,78.7469,False,False,True,True,True,False,0,,
ANO-20240809-ROAS,2024-08-09,avg_roas,1,MEDIUM,2,"statistical, prophet",UP,130.438,35.725,265.12,2.1592,-0.02788,42.099,-12.7213,96.0834,False,True,True,True,False,True,0,,
ANO-20240814-ROAS,2024-08-14,avg_roas,1,MEDIUM,2,"statistical, prophet",UP,120.409,63.169,90.61,1.2479,-0.04454,46.7208,-3.7761,99.0956,False,False,True,True,False,True,0,,
ANO-20240817-ROAS,2024-08-17,avg_roas,1,MEDIUM,2,"statistical, prophet",UP,119.039,63.978,86.06,1.3182,-0.03493,45.5801,-5.6485,95.5211,False,False,True,True,False,True,0,,
ANO-20240820-ROAS,2024-08-20,avg_roas,1,MEDIUM,2,"statistical, isolation_forest",DOWN,26.137,55.714,-53.09,-0.641,0.06868,44.7197,-5.9333,95.8576,False,False,True,True,True,False,1,back_to_school_surge,sales_volume
ANO-20240821-ROAS,2024-08-21,avg_roas,1,MEDIUM,2,"statistical, isolation_forest",UP,57.201,46.6843,22.53,0.2876,0.00079,48.6204,-1.0212,102.0113,False,False,True,True,True,False,0,,
ANO-20241024-ROAS,2024-10-24,avg_roas,1,MEDIUM,2,"statistical, prophet",UP,92.947,43.2717,114.8,1.6245,-0.043,35.4367,-13.1729,85.0081,False,True,True,True,False,True,0,,
ANO-20241031-ROAS,2024-10-31,avg_roas,1,MEDIUM,2,"statistical, prophet",UP,113.107,33.8034,234.6,2.2058,-0.03636,36.341,-16.4156,87.5093,False,True,True,True,False,True,0,,
ANO-20241129-ROAS,2024-11-29,avg_roas,1,HIGH,3,"statistical, isolation_forest, prophet",UP,128.81,49.591,159.74,2.0367,0.11493,36.0395,-14.7624,83.9607,False,True,True,True,True,True,1,black_friday_spike,revenue
ANO-20241202-ROAS,2024-12-02,avg_roas,1,MEDIUM,2,"statistical, isolation_forest",UP,70.23,48.4336,45.0,0.505,0.03904,32.088,-18.716,81.8828,False,False,True,True,True,False,1,cyber_monday_halo,revenue
ANO-20241214-ROAS,2024-12-14,avg_roas,1,MEDIUM,2,"statistical, isolation_forest",DOWN,27.02,33.8357,-20.14,-0.3499,0.00294,29.8458,-22.2915,79.582,False,False,True,True,True,False,0,,
ANO-20241216-ROAS,2024-12-16,avg_roas,1,MEDIUM,2,"statistical, isolation_forest",DOWN,14.899,32.2624,-53.82,-0.9653,0.00255,29.7207,-21.9892,82.1441,False,False,True,True,True,False,0,,
ANO-20250114-ROAS,2025-01-14,avg_roas,1,HIGH,3,"statistical, isolation_forest, prophet",UP,132.328,48.3383,173.75,1.9986,0.02695,37.946,-10.1149,89.718,False,True,True,True,True,True,0,,
ANO-20250121-ROAS,2025-01-21,avg_roas,1,MEDIUM,2,"statistical, prophet",UP,151.403,41.6996,263.08,2.1538,-0.01375,36.4098,-15.9511,88.8114,False,True,False,True,False,True,0,,
ANO-20250127-ROAS,2025-01-27,avg_roas,1,MEDIUM,2,"statistical, isolation_forest",DOWN,43.521,46.9579,-7.32,-0.0689,0.07348,36.87,-15.9,88.2422,False,False,True,True,True,False,0,,
ANO-20250128-ROAS,2025-01-28,avg_roas,1,MEDIUM,2,"statistical, isolation_forest",DOWN,9.424,26.6751,-64.67,-0.8378,0.04627,35.572,-15.2682,90.5449,False,False,True,True,True,False,0,,
ANO-20250129-ROAS,2025-01-29,avg_roas,1,MEDIUM,2,"statistical, isolation_forest",UP,36.029,22.9967,56.67,0.8838,0.08916,40.1079,-12.9659,88.2844,False,False,True,True,True,False,0,,
ANO-20250130-ROAS,2025-01-30,avg_roas,1,MEDIUM,2,"statistical, isolation_forest",UP,39.36,26.6377,47.76,0.834,0.10698,43.137,-8.1995,89.9058,False,False,True,True,True,False,0,,
ANO-20250131-ROAS,2025-01-31,avg_roas,1,MEDIUM,2,"statistical, isolation_forest",UP,75.221,36.5333,105.9,1.8432,0.10793,41.4615,-9.348,91.333,False,False,True,True,True,False,0,,
ANO-20250201-ROAS,2025-02-01,avg_roas,1,MEDIUM,2,"statistical, isolation_forest",DOWN,22.099,37.1427,-40.5,-0.7371,0.07972,37.1712,-14.2782,88.5096,False,False,True,True,True,False,0,,
ANO-20250202-ROAS,2025-02-02,avg_roas,1,MEDIUM,2,"statistical, isolation_forest",UP,59.21,40.6949,45.5,0.8436,0.03958,34.5304,-14.4185,86.7025,False,False,True,True,True,False,0,,
ANO-20250204-ROAS,2025-02-04,avg_roas,1,MEDIUM,2,"statistical, isolation_forest",DOWN,13.255,39.475,-66.42,-1.2275,0.00109,36.7721,-14.3116,86.8144,False,False,True,True,True,False,0,,
ANO-20250217-ROAS,2025-02-17,avg_roas,1,MEDIUM,2,"statistical, prophet",UP,96.692,44.4256,117.65,1.8149,-0.06442,37.6708,-11.8131,89.0763,False,False,True,True,False,True,0,,
ANO-20250220-ROAS,2025-02-20,avg_roas,1,MEDIUM,2,"statistical, prophet",UP,94.218,54.5844,72.61,1.3255,-0.02642,41.6015,-9.4559,93.3983,False,True,True,True,False,True,0,,
ANO-20250226-ROAS,2025-02-26,avg_roas,1,MEDIUM,2,"statistical, prophet",UP,105.734,47.8254,121.08,1.5331,-0.07727,35.3191,-13.0037,84.3679,False,False,True,True,False,True,0,,
ANO-20250505-ROAS,2025-05-05,avg_roas,1,MEDIUM,2,"statistical, prophet",UP,84.415,47.613,77.29,1.2199,-0.09586,28.362,-22.014,80.1154,False,True,True,True,False,True,0,,
ANO-20250525-ROAS,2025-05-25,avg_roas,1,HIGH,3,"statistical, isolation_forest, prophet",UP,164.561,45.2227,263.89,2.246,0.04099,31.3714,-15.0662,80.0527,False,True,True,True,True,True,0,,
ANO-20250609-ROAS,2025-06-09,avg_roas,1,MEDIUM,2,"statistical, prophet",UP,102.776,54.9167,87.15,1.4965,-0.04855,37.8188,-12.5794,91.912,False,False,True,True,False,True,0,,
ANO-20250707-ROAS,2025-07-07,avg_roas,1,MEDIUM,2,"statistical, prophet",UP,104.48,54.961,90.1,1.452,-0.037,33.9488,-17.8797,88.8609,False,True,True,True,False,True,0,,
ANO-20250710-ROAS,2025-07-10,avg_roas,1,MEDIUM,2,"statistical, prophet",UP,97.632,55.921,74.59,1.2251,-0.08262,40.0854,-15.0043,91.1871,False,True,True,True,False,True,0,,
ANO-20250819-ROAS,2025-08-19,avg_roas,1,MEDIUM,2,"statistical, prophet",UP,110.508,51.6906,113.79,1.8604,-0.05753,45.0755,-4.7614,99.7149,False,True,True,True,False,True,0,,
ANO-20250830-ROAS,2025-08-30,avg_roas,1,MEDIUM,2,"statistical, prophet",UP,109.156,47.211,131.21,1.825,-0.05244,36.3823,-15.3723,87.1841,False,True,True,True,False,True,0,,
ANO-20250917-ROAS,2025-09-17,avg_roas,1,MEDIUM,2,"statistical, isolation_forest",DOWN,11.552,29.7051,-61.11,-0.7594,0.02889,31.874,-19.6197,84.0552,False,False,True,True,True,False,1,bot_traffic_surge,sessions
ANO-20250920-ROAS,2025-09-20,avg_roas,1,MEDIUM,2,"statistical, prophet",UP,135.722,41.1821,229.57,2.105,-0.00974,30.327,-18.409,82.0113,False,True,True,True,False,True,0,,
ANO-20250924-ROAS,2025-09-24,avg_roas,1,HIGH,3,"statistical, isolation_forest, prophet",UP,110.186,57.219,92.57,1.0769,0.01999,34.9812,-12.6783,89.6591,False,False,True,True,True,True,0,,
ANO-20250925-ROAS,2025-09-25,avg_roas,1,HIGH,3,"statistical, isolation_forest, prophet",UP,105.403,65.8726,60.01,0.7617,0.0067,38.365,-10.8907,87.9005,False,False,True,True,True,True,0,,
ANO-20251108-ROAS,2025-11-08,avg_roas,1,MEDIUM,2,"statistical, prophet",UP,98.23,33.6299,192.09,1.9763,-0.03128,31.2101,-22.6722,82.3293,False,True,True,True,False,True,0,,
ANO-20251128-ROAS,2025-11-28,avg_roas,1,MEDIUM,2,"statistical, isolation_forest",DOWN,11.796,28.6249,-58.79,-0.9295,0.07208,35.6476,-14.3769,91.4928,False,False,True,True,True,False,1,black_friday_spike,revenue
ANO-20251224-ROAS,2025-12-24,avg_roas,1,MEDIUM,2,"statistical, prophet",UP,96.601,35.7967,169.86,2.0137,-0.04279,33.7112,-17.9626,83.0948,False,True,True,True,False,True,0,,
ANO-20251226-ROAS,2025-12-26,avg_roas,1,MEDIUM,2,"statistical, prophet",UP,83.418,48.0681,73.54,1.0733,-0.02228,35.5809,-12.1991,82.2608,False,False,True,True,False,True,0,,
ANO-20240417-CVR,2024-04-17,conversion_rate,1,MEDIUM,2,"statistical, isolation_forest",UP,0.0295,0.0265,11.32,1.8499,0.01839,0.0294,0.0282,0.0308,False,True,False,True,True,False,0,,
ANO-20240618-CVR,2024-06-18,conversion_rate,1,MEDIUM,2,"statistical, isolation_forest",UP,0.0304,0.0262,16.03,2.1583,0.03432,0.0306,0.0294,0.0319,False,True,False,True,True,False,1,website_outage,sessions
ANO-20240620-CVR,2024-06-20,conversion_rate,1,MEDIUM,2,"statistical, isolation_forest",UP,0.0318,0.0279,13.98,1.3312,0.07949,0.0318,0.0306,0.033,False,True,True,True,True,False,0,,
ANO-20240903-CVR,2024-09-03,conversion_rate,1,MEDIUM,2,"statistical, prophet",UP,0.0393,0.0237,65.82,2.2437,-0.04659,0.0226,0.0214,0.0238,False,True,True,True,False,True,1,email_campaign_spike,conversion_rate
ANO-20250131-CVR,2025-01-31,conversion_rate,1,MEDIUM,2,"statistical, isolation_forest",UP,0.0329,0.0305,7.87,1.0847,0.10793,0.0329,0.0317,0.0341,False,False,True,True,True,False,0,,
ANO-20250925-CVR,2025-09-25,conversion_rate,1,MEDIUM,2,"statistical, isolation_forest",UP,0.0297,0.0269,10.41,1.5685,0.0067,0.0295,0.0282,0.0308,False,False,True,True,True,False,0,,
ANO-20240620-RET,2024-06-20,return_rate,2,MEDIUM,2,"statistical, isolation_forest",DOWN,0.0756,0.0771,-1.95,-1.0424,0.07949,,,,False,True,False,True,True,False,0,,
ANO-20240626-RET,2024-06-26,return_rate,2,MEDIUM,2,"statistical, isolation_forest",UP,0.0815,0.0787,3.56,1.369,0.00036,,,,False,True,False,True,True,False,0,,
ANO-20250114-RET,2025-01-14,return_rate,2,MEDIUM,2,"statistical, isolation_forest",DOWN,0.0754,0.0771,-2.2,-0.8545,0.02695,,,,False,True,False,True,True,False,0,,
ANO-20250129-RET,2025-01-29,return_rate,2,MEDIUM,2,"statistical, isolation_forest",UP,0.0876,0.0837,4.66,1.534,0.08916,,,,False,True,False,True,True,False,0,,
ANO-20240417-STK,2024-04-17,n_stockouts,2,MEDIUM,2,"statistical, isolation_forest",,0.0,0.0,,,0.01839,,,,False,True,False,True,True,False,0,,
ANO-20240619-STK,2024-06-19,n_stockouts,2,MEDIUM,2,"statistical, isolation_forest",UP,2.0,0.2857,600.04,2.2678,0.06364,,,,False,True,False,True,True,False,0,,
ANO-20240626-STK,2024-06-26,n_stockouts,2,MEDIUM,2,"statistical, isolation_forest",DOWN,0.0,0.2857,-100.0,-0.5855,0.00036,,,,False,False,True,True,True,False,0,,
ANO-20241105-STK,2024-11-05,n_stockouts,2,MEDIUM,2,"statistical, isolation_forest",,0.0,0.0,,,0.08794,,,,False,True,False,True,True,False,1,bot_traffic_surge,sessions
ANO-20241216-STK,2024-12-16,n_stockouts,2,MEDIUM,2,"statistical, isolation_forest",,0.0,0.0,,,0.00255,,,,False,True,False,True,True,False,0,,
ANO-20240618-AOV,2024-06-18,avg_order_value_usd,2,MEDIUM,2,"statistical, isolation_forest",UP,60.33,57.3743,5.15,2.0612,0.03432,,,,False,True,False,True,True,False,1,website_outage,sessions
ANO-20240723-AOV,2024-07-23,avg_order_value_usd,2,MEDIUM,2,"statistical, isolation_forest",UP,66.75,65.2829,2.25,1.7004,0.0198,,,,False,True,False,True,True,False,0,,
ANO-20241129-AOV,2024-11-29,avg_order_value_usd,2,MEDIUM,2,"statistical, isolation_forest",UP,213.33,82.3086,159.18,2.2673,0.11493,,,,False,True,True,True,True,False,1,black_friday_spike,revenue
ANO-20241202-AOV,2024-12-02,avg_order_value_usd,2,MEDIUM,2,"statistical, isolation_forest",UP,128.65,92.7557,38.7,0.6107,0.03904,,,,False,False,True,True,True,False,1,cyber_monday_halo,revenue
ANO-20251128-AOV,2025-11-28,avg_order_value_usd,2,MEDIUM,2,"statistical, isolation_forest",UP,212.66,77.7343,173.57,2.2677,0.07208,,,,False,True,True,True,True,False,1,black_friday_spike,revenue
ANO-20240626-BNC,2024-06-26,bounce_rate,2,MEDIUM,2,"statistical, isolation_forest",UP,0.471,0.417,12.95,1.7726,0.00036,,,,False,False,True,True,True,False,0,,
ANO-20240710-BNC,2024-07-10,bounce_rate,2,MEDIUM,2,"statistical, isolation_forest",DOWN,0.364,0.4069,-10.54,-1.197,0.09053,,,,False,True,True,True,True,False,1,marketing_tracking_outage,roas
ANO-20241105-BNC,2024-11-05,bounce_rate,2,MEDIUM,2,"statistical, isolation_forest",UP,0.457,0.425,7.53,1.4249,0.08794,,,,False,True,False,True,True,False,1,bot_traffic_surge,sessions
ANO-20250127-BNC,2025-01-27,bounce_rate,2,MEDIUM,2,"statistical, isolation_forest",UP,0.475,0.428,10.98,1.4548,0.07348,,,,False,True,True,True,True,False,0,,
ANO-20250204-BNC,2025-02-04,bounce_rate,2,MEDIUM,2,"statistical, isolation_forest",UP,0.478,0.3959,20.74,1.6541,0.00109,,,,False,True,False,True,True,False,0,,
ANO-20240417-CLK,2024-04-17,total_clicks,3,LOW,2,"statistical, isolation_forest",UP,52873.0,46749.8571,13.1,0.2691,0.01839,,,,False,False,True,True,True,False,0,,
ANO-20240618-CLK,2024-06-18,total_clicks,3,LOW,2,"statistical, isolation_forest",UP,60397.0,60313.8571,0.14,0.0035,0.03432,,,,False,False,True,True,True,False,1,website_outage,sessions
ANO-20240619-CLK,2024-06-19,total_clicks,3,LOW,2,"statistical, isolation_forest",UP,92079.0,64726.7143,42.26,1.0256,0.06364,,,,False,False,True,True,True,False,0,,
ANO-20240620-CLK,2024-06-20,total_clicks,3,LOW,2,"statistical, isolation_forest",DOWN,50563.0,60099.1429,-15.87,-0.37,0.07949,,,,False,False,True,True,True,False,0,,
ANO-20240621-CLK,2024-06-21,total_clicks,3,LOW,2,"statistical, isolation_forest",DOWN,25713.0,52854.4286,-51.35,-0.9873,0.00341,,,,False,False,True,True,True,False,0,,
ANO-20240622-CLK,2024-06-22,total_clicks,3,LOW,2,"statistical, isolation_forest",DOWN,33901.0,55355.8571,-38.76,-0.8858,0.02479,,,,False,False,True,True,True,False,0,,
ANO-20240626-CLK,2024-06-26,total_clicks,3,LOW,2,"statistical, isolation_forest",DOWN,16286.0,49012.4286,-66.77,-0.9567,0.00036,,,,False,False,True,True,True,False,0,,
ANO-20240711-CLK,2024-07-11,total_clicks,3,LOW,2,"statistical, isolation_forest",UP,86778.0,65509.0,32.47,0.8134,0.04265,,,,False,False,True,True,True,False,0,,
ANO-20240723-CLK,2024-07-23,total_clicks,3,LOW,2,"statistical, isolation_forest",DOWN,18244.0,59434.0,-69.3,-1.0362,0.0198,,,,False,False,True,True,True,False,0,,
ANO-20241105-CLK,2024-11-05,total_clicks,3,LOW,2,"statistical, isolation_forest",DOWN,28260.0,44354.7143,-36.29,-0.6737,0.08794,,,,False,False,True,True,True,False,1,bot_traffic_surge,sessions
ANO-20241129-CLK,2024-11-29,total_clicks,3,LOW,2,"statistical, isolation_forest",UP,98028.0,66290.5714,47.88,0.7283,0.11493,,,,False,False,True,True,True,False,1,black_friday_spike,revenue
ANO-20241202-CLK,2024-12-02,total_clicks,3,LOW,2,"statistical, isolation_forest",UP,103765.0,71136.5714,45.87,0.837,0.03904,,,,False,False,True,True,True,False,1,cyber_monday_halo,revenue
ANO-20241214-CLK,2024-12-14,total_clicks,3,LOW,2,"statistical, isolation_forest",UP,89288.0,56378.2857,58.37,1.9888,0.00294,,,,False,False,True,True,True,False,0,,
ANO-20250126-CLK,2025-01-26,total_clicks,3,LOW,2,"statistical, isolation_forest",DOWN,29028.0,48023.4286,-39.55,-0.8499,0.01447,,,,False,False,True,True,True,False,0,,
ANO-20250127-CLK,2025-01-27,total_clicks,3,LOW,2,"statistical, isolation_forest",UP,113223.0,59875.0,89.1,1.6941,0.07348,,,,False,False,True,True,True,False,0,,
ANO-20250128-CLK,2025-01-28,total_clicks,3,LOW,2,"statistical, isolation_forest",DOWN,31700.0,52425.4286,-39.53,-0.6677,0.04627,,,,False,False,True,True,True,False,0,,
ANO-20250130-CLK,2025-01-30,total_clicks,3,LOW,2,"statistical, isolation_forest",DOWN,43083.0,48825.2857,-11.76,-0.1887,0.10698,,,,False,False,True,True,True,False,0,,
ANO-20250131-CLK,2025-01-31,total_clicks,3,LOW,2,"statistical, isolation_forest",UP,95828.0,58922.4286,62.63,1.1218,0.10793,,,,False,False,True,True,True,False,0,,
ANO-20250201-CLK,2025-02-01,total_clicks,3,LOW,2,"statistical, isolation_forest",UP,72679.0,63347.1429,14.73,0.2891,0.07972,,,,False,False,True,True,True,False,0,,
ANO-20250202-CLK,2025-02-02,total_clicks,3,LOW,2,"statistical, isolation_forest",UP,70619.0,69288.7143,1.92,0.0467,0.03958,,,,False,False,True,True,True,False,0,,
ANO-20250204-CLK,2025-02-04,total_clicks,3,LOW,2,"statistical, isolation_forest",DOWN,60780.0,62088.1429,-2.11,-0.064,0.00109,,,,False,False,True,True,True,False,0,,
ANO-20250924-CLK,2025-09-24,total_clicks,3,LOW,2,"statistical, isolation_forest",UP,93154.0,75485.0,23.41,0.6928,0.01999,,,,False,False,True,True,True,False,0,,
ANO-20250925-CLK,2025-09-25,total_clicks,3,LOW,2,"statistical, isolation_forest",UP,74788.0,70625.4286,5.89,0.1989,0.0067,,,,False,False,True,True,True,False,0,,
