anomaly_id,date,kpi,tier,severity,direction,deviation_pct,z_score,anomaly_flag,anomaly_event,dependency_chain,suspected_driver_kpi,driver_z_score,driver_direction,graph_depth_reached,co_anomalous_kpis,affected_tier1_kpis,traversal_stopped,ci_ran,ci_actual_cum,ci_counterfactual_cum,ci_absolute_effect,ci_relative_effect_pct,ci_lower,ci_upper,ci_effect_significant,ci_confidence,ci_skip_reason,dw_ran,dw_treatment,dw_outcome,dw_ate_coeff,dw_p_value,dw_driver_deviation,dw_estimated_contribution,dw_effect_pct,dw_refutation_passed,dw_confidence,root_cause_confidence,causal_summary,is_externally_driven,external_driver_type,external_driver_detail,actionability_score,actionability_label,escalation_suppressed,suppression_reason,snap_economic_index,snap_marketing_pressure,snap_seasonal_index,snap_consumer_sentiment,rca_narrative
ANO-20240315-ORD,2024-03-15,n_orders,1,MEDIUM,DOWN,-35.71,-2.2526,1,inventory_stockout,n_orders,n_orders,-2.2526,DOWN,0,"bounce_rate, return_rate, total_revenue_usd",total_revenue_usd,no_anomalous_child,False,,,,,,,,,,False,,,,,,,,,,,n_orders moved DOWN -35.7% on 2024-03-15; suspected driver: n_orders.,False,none,,1.0,HIGH,False,,0.18358,-0.08937,-0.01289,0.05695,[MEDIUM] n_orders moved DOWN -35.7% on 2024-03-15. Root: n_orders (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240417-ORD,2024-04-17,n_orders,1,MEDIUM,UP,5.95,1.9074,0,,n_orders -> sessions,sessions,1.8606,UP,1,"avg_discount_pct, conversion_rate, sessions, total_revenue_usd","n_orders, total_revenue_usd",no_anomalous_child,False,,,,,,,,,,True,sessions,n_orders,0.00082777,0.0,978.2857,0.8098,0.37,True,0.9,0.9,n_orders moved UP +6.0% on 2024-04-17; suspected driver: sessions. DoWhy: sessions explains +0.4% of expected outcome (robust).,False,none,,1.0,HIGH,False,,0.17425,0.29856,0.06953,-0.00695,[MEDIUM] n_orders moved UP +6.0% on 2024-04-17. Chain: n_orders -> sessions. Suspected driver: sessions. Causal confidence: 90%. No external suppression. Fully actionable.
ANO-20240618-ORD,2024-06-18,n_orders,1,MEDIUM,UP,11.21,2.1363,1,website_outage,n_orders -> sessions,sessions,-2.2609,DOWN,1,"avg_discount_pct, avg_order_value_usd, conversion_rate, sessions, total_revenue_usd","n_orders, total_revenue_usd",no_anomalous_child,False,,,,,,,,,,True,sessions,n_orders,0.00082777,0.0,-4705.1429,-3.8948,-1.8,True,0.9,0.9,n_orders moved UP +11.2% on 2024-06-18; suspected driver: sessions. DoWhy: sessions explains -1.8% of expected outcome (robust).,False,none,,1.0,HIGH,False,,0.17751,0.36144,0.14997,-0.00756,[MEDIUM] n_orders moved UP +11.2% on 2024-06-18. Chain: n_orders -> sessions. Suspected driver: sessions. Causal confidence: 90%. No external suppression. Fully actionable.
ANO-20240723-ORD,2024-07-23,n_orders,1,MEDIUM,UP,1.93,0.9908,0,,n_orders,n_orders,0.9908,UP,0,"avg_order_value_usd, inventory_health",total_revenue_usd,no_anomalous_child,False,,,,,,,,,,False,,,,,,,,,,,n_orders moved UP +1.9% on 2024-07-23; suspected driver: n_orders.,False,none,,1.0,HIGH,False,,0.39181,0.10941,0.12539,-0.0161,[MEDIUM] n_orders moved UP +1.9% on 2024-07-23. Root: n_orders (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240820-ORD,2024-08-20,n_orders,1,HIGH,UP,50.93,2.2651,1,back_to_school_surge,n_orders -> sessions,sessions,1.508,UP,1,"sessions, total_revenue_usd","n_orders, total_revenue_usd",no_anomalous_child,True,49475.0,49352.91,145.59,0.29,188.28,102.9,True,1.0,,True,sessions,n_orders,0.00082777,0.0,542.7143,0.4492,0.18,True,0.9,0.96,n_orders moved UP +50.9% on 2024-08-20; suspected driver: sessions. CausalImpact: +0.3% cumulative effect (significant). DoWhy: sessions explains +0.2% of expected outcome (robust).,False,none,,1.0,HIGH,False,,0.20739,0.19968,0.07294,0.10939,[HIGH] n_orders moved UP +50.9% on 2024-08-20. Chain: n_orders -> sessions. Suspected driver: sessions. Causal confidence: 96%. No external suppression. Fully actionable.
ANO-20241129-ORD,2024-11-29,n_orders,1,HIGH,UP,37.34,2.2511,1,black_friday_spike,n_orders,n_orders,2.2511,UP,0,"avg_order_value_usd, avg_roas, inventory_health, total_revenue_usd",total_revenue_usd,no_anomalous_child,True,69437.0,69239.18,146.05,0.21,215.5,76.61,True,1.0,,False,,,,,,,,,,1.0,n_orders moved UP +37.3% on 2024-11-29; suspected driver: n_orders. CausalImpact: +0.2% cumulative effect (significant).,False,none,,1.0,HIGH,False,,0.1984,0.05041,-0.14141,-0.04948,[HIGH] n_orders moved UP +37.3% on 2024-11-29. Root: n_orders (no deeper driver above watch threshold). Causal confidence: 100%. No external suppression. Fully actionable.
ANO-20241202-ORD,2024-12-02,n_orders,1,HIGH,UP,13.35,0.8305,1,cyber_monday_halo,n_orders,n_orders,0.8305,UP,0,,total_revenue_usd,no_anomalous_child,True,70049.0,69857.7,40.49,0.06,120.76,-39.79,False,0.8385,,False,,,,,,,,,,0.8385,n_orders moved UP +13.3% on 2024-12-02; suspected driver: n_orders. CausalImpact: +0.1% cumulative effect (uncertain).,False,none,,1.0,HIGH,False,,0.20865,0.06738,-0.14381,-0.06632,[HIGH] n_orders moved UP +13.3% on 2024-12-02. Root: n_orders (no deeper driver above watch threshold). Causal confidence: 84%. No external suppression. Fully actionable.
ANO-20250210-ORD,2025-02-10,n_orders,1,MEDIUM,DOWN,-34.28,-2.2573,1,inventory_stockout,n_orders -> conversion_rate -> avg_discount_pct,avg_discount_pct,-1.9711,DOWN,2,"avg_discount_pct, conversion_rate, return_rate, sessions, total_revenue_usd","conversion_rate, n_orders, total_revenue_usd",leaf_node_reached,False,,,,,,,,,,True,avg_discount_pct,n_orders,972.93511045,0.0,-0.0167,-16.248,-8.09,True,0.9,0.9,n_orders moved DOWN -34.3% on 2025-02-10; suspected driver: avg_discount_pct. DoWhy: avg_discount_pct explains -8.1% of expected outcome (robust).,False,none,,1.0,HIGH,False,,-0.01325,0.13632,-0.09331,-0.01053,[MEDIUM] n_orders moved DOWN -34.3% on 2025-02-10. Chain: n_orders -> conversion_rate -> avg_discount_pct. Suspected driver: avg_discount_pct. Causal confidence: 90%. No external suppression. Fully actionable.
ANO-20251128-ORD,2025-11-28,n_orders,1,HIGH,UP,42.16,2.265,1,black_friday_spike,n_orders,n_orders,2.265,UP,0,"avg_order_value_usd, total_clicks, total_revenue_usd",total_revenue_usd,no_anomalous_child,True,142696.0,142456.3,148.94,0.1,210.87,87.01,True,1.0,,False,,,,,,,,,,1.0,n_orders moved UP +42.2% on 2025-11-28; suspected driver: n_orders. CausalImpact: +0.1% cumulative effect (significant).,False,none,,1.0,HIGH,False,,0.03214,-0.03777,-0.13961,-0.02767,[HIGH] n_orders moved UP +42.2% on 2025-11-28. Root: n_orders (no deeper driver above watch threshold). Causal confidence: 100%. No external suppression. Fully actionable.
ANO-20251201-ORD,2025-12-01,n_orders,1,MEDIUM,UP,17.05,0.9199,1,cyber_monday_halo,n_orders,n_orders,0.9199,UP,0,inventory_health,total_revenue_usd,no_anomalous_child,False,,,,,,,,,,False,,,,,,,,,,,n_orders moved UP +17.1% on 2025-12-01; suspected driver: n_orders.,False,none,,1.0,HIGH,False,,0.01142,0.03057,-0.14225,-0.04464,[MEDIUM] n_orders moved UP +17.1% on 2025-12-01. Root: n_orders (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240111-ROAS,2024-01-11,avg_roas,1,HIGH,UP,304.42,2.2014,0,,avg_roas -> total_clicks,total_clicks,1.5429,UP,1,total_clicks,avg_roas,leaf_node_reached,False,,,,,,,,,pre_period too short (10 rows),True,total_clicks,avg_roas,0.00062259,0.0,43856.4286,27.3046,70.15,True,0.9,0.9,avg_roas moved UP +304.4% on 2024-01-11; suspected driver: total_clicks. DoWhy: total_clicks explains +70.2% of expected outcome (robust).,False,none,,1.0,HIGH,False,,-0.03693,-0.31152,-0.13913,-0.04634,[HIGH] avg_roas moved UP +304.4% on 2024-01-11. Chain: avg_roas -> total_clicks. Suspected driver: total_clicks. Causal confidence: 90%. No external suppression. Fully actionable.
ANO-20240130-ROAS,2024-01-30,avg_roas,1,MEDIUM,UP,259.11,2.1364,0,,avg_roas,avg_roas,2.1364,UP,0,"conversion_rate, n_orders, total_revenue_usd",,no_anomalous_child,False,,,,,,,,,,False,,,,,,,,,,,avg_roas moved UP +259.1% on 2024-01-30; suspected driver: avg_roas.,False,none,,1.0,HIGH,False,,-0.0595,-0.32075,-0.11375,-0.07425,[MEDIUM] avg_roas moved UP +259.1% on 2024-01-30. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240131-ROAS,2024-01-31,avg_roas,1,HIGH,UP,165.59,1.5571,0,,avg_roas,avg_roas,1.5571,UP,0,,,no_anomalous_child,True,1407.33,1450.78,74.87,5.16,344.78,-195.04,False,0.7067,,False,,,,,,,,,,0.7067,avg_roas moved UP +165.6% on 2024-01-31; suspected driver: avg_roas. CausalImpact: +5.2% cumulative effect (uncertain).,False,none,,1.0,HIGH,False,,-0.0365,-0.29942,-0.11205,-0.07743,[HIGH] avg_roas moved UP +165.6% on 2024-01-31. Root: avg_roas (no deeper driver above watch threshold). Causal confidence: 71%. No external suppression. Fully actionable.
ANO-20240227-ROAS,2024-02-27,avg_roas,1,MEDIUM,UP,96.93,2.0523,0,,avg_roas -> total_clicks,total_clicks,1.7396,UP,1,"bounce_rate, n_stockouts, total_clicks",avg_roas,leaf_node_reached,False,,,,,,,,,,True,total_clicks,avg_roas,0.00062259,0.0,47501.4286,29.5739,64.78,True,0.9,0.9,avg_roas moved UP +96.9% on 2024-02-27; suspected driver: total_clicks. DoWhy: total_clicks explains +64.8% of expected outcome (robust).,False,none,,1.0,HIGH,False,,0.02541,0.08013,-0.05546,-0.05395,[MEDIUM] avg_roas moved UP +96.9% on 2024-02-27. Chain: avg_roas -> total_clicks. Suspected driver: total_clicks. Causal confidence: 90%. No external suppression. Fully actionable.
ANO-20240311-ROAS,2024-03-11,avg_roas,1,MEDIUM,UP,161.94,1.8596,0,,avg_roas,avg_roas,1.8596,UP,0,"inventory_health, return_rate",,no_anomalous_child,False,,,,,,,,,,False,,,,,,,,,,,avg_roas moved UP +161.9% on 2024-03-11; suspected driver: avg_roas.,False,none,,1.0,HIGH,False,,0.24176,-0.12866,-0.02315,0.01262,[MEDIUM] avg_roas moved UP +161.9% on 2024-03-11. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240412-ROAS,2024-04-12,avg_roas,1,MEDIUM,UP,195.55,2.0407,0,,avg_roas,avg_roas,2.0407,UP,0,bounce_rate,,no_anomalous_child,False,,,,,,,,,,False,,,,,,,,,,,avg_roas moved UP +195.6% on 2024-04-12; suspected driver: avg_roas.,False,none,,1.0,HIGH,False,,0.16688,0.09212,0.05785,-0.05331,[MEDIUM] avg_roas moved UP +195.6% on 2024-04-12. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240417-ROAS,2024-04-17,avg_roas,1,MEDIUM,DOWN,-46.19,-0.3921,0,,avg_roas,avg_roas,-0.3921,DOWN,0,"avg_discount_pct, conversion_rate, n_orders, sessions, total_revenue_usd",,no_anomalous_child,False,,,,,,,,,,False,,,,,,,,,,,avg_roas moved DOWN -46.2% on 2024-04-17; suspected driver: avg_roas.,False,none,,1.0,HIGH,False,,0.17425,0.29856,0.06953,-0.00695,[MEDIUM] avg_roas moved DOWN -46.2% on 2024-04-17. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240428-ROAS,2024-04-28,avg_roas,1,MEDIUM,UP,197.68,2.102,0,,avg_roas -> total_clicks,total_clicks,2.0737,UP,1,"avg_order_value_usd, n_orders, return_rate, total_clicks, total_revenue_usd",avg_roas,leaf_node_reached,False,,,,,,,,,,True,total_clicks,avg_roas,0.00062259,0.0,52972.0,32.9798,85.04,True,0.9,0.9,avg_roas moved UP +197.7% on 2024-04-28; suspected driver: total_clicks. DoWhy: total_clicks explains +85.0% of expected outcome (robust).,False,none,,1.0,HIGH,False,,-0.04853,-0.18123,0.09331,0.02868,[MEDIUM] avg_roas moved UP +197.7% on 2024-04-28. Chain: avg_roas -> total_clicks. Suspected driver: total_clicks. Causal confidence: 90%. No external suppression. Fully actionable.
ANO-20240429-ROAS,2024-04-29,avg_roas,1,MEDIUM,UP,111.7,1.2451,0,,avg_roas,avg_roas,1.2451,UP,0,avg_discount_pct,,no_anomalous_child,False,,,,,,,,,,False,,,,,,,,,,,avg_roas moved UP +111.7% on 2024-04-29; suspected driver: avg_roas.,False,none,,1.0,HIGH,False,,-0.00222,0.01542,0.09531,0.00222,[MEDIUM] avg_roas moved UP +111.7% on 2024-04-29. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240526-ROAS,2024-05-26,avg_roas,1,MEDIUM,UP,131.31,1.5311,0,,avg_roas,avg_roas,1.5311,UP,0,"sessions, total_revenue_usd",,no_anomalous_child,False,,,,,,,,,,False,,,,,,,,,,,avg_roas moved UP +131.3% on 2024-05-26; suspected driver: avg_roas.,False,none,,1.0,HIGH,False,,0.13075,0.01412,0.13712,-0.01394,[MEDIUM] avg_roas moved UP +131.3% on 2024-05-26. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240601-ROAS,2024-06-01,avg_roas,1,MEDIUM,UP,148.22,1.5758,0,,avg_roas,avg_roas,1.5758,UP,0,"avg_order_value_usd, total_revenue_usd",,no_anomalous_child,False,,,,,,,,,,False,,,,,,,,,,,avg_roas moved UP +148.2% on 2024-06-01; suspected driver: avg_roas.,False,none,,1.0,HIGH,False,,0.05823,0.17512,0.14266,0.0384,[MEDIUM] avg_roas moved UP +148.2% on 2024-06-01. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240612-ROAS,2024-06-12,avg_roas,1,MEDIUM,UP,143.23,1.6443,0,,avg_roas,avg_roas,1.6443,UP,0,inventory_health,,no_anomalous_child,False,,,,,,,,,,False,,,,,,,,,,,avg_roas moved UP +143.2% on 2024-06-12; suspected driver: avg_roas.,False,none,,1.0,HIGH,False,,0.05223,0.06837,0.14883,-0.01193,[MEDIUM] avg_roas moved UP +143.2% on 2024-06-12. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240618-ROAS,2024-06-18,avg_roas,1,MEDIUM,DOWN,-35.21,-0.5094,1,website_outage,avg_roas,avg_roas,-0.5094,DOWN,0,"avg_discount_pct, avg_order_value_usd, conversion_rate, n_orders, sessions, total_revenue_usd",,no_anomalous_child,False,,,,,,,,,,False,,,,,,,,,,,avg_roas moved DOWN -35.2% on 2024-06-18; suspected driver: avg_roas.,True,competitive_pressure,marketing_pressure=0.361 (threshold 0.3),0.45,SUPPRESSED,True,Suppressed: competitive_pressure (actionability=0.45),0.17751,0.36144,0.14997,-0.00756,[MEDIUM] avg_roas moved DOWN -35.2% on 2024-06-18. Root: avg_roas (no deeper driver above watch threshold). External: competitive pressure detected. Actionability: SUPPRESSED. Escalation SUPPRESSED.
ANO-20240619-ROAS,2024-06-19,avg_roas,1,MEDIUM,UP,23.76,0.3673,0,,avg_roas,avg_roas,0.3673,UP,0,"avg_discount_pct, inventory_health, n_stockouts",,no_anomalous_child,False,,,,,,,,,,False,,,,,,,,,,,avg_roas moved UP +23.8% on 2024-06-19; suspected driver: avg_roas.,False,none,,1.0,HIGH,False,,0.09633,0.38278,0.15,0.00394,[MEDIUM] avg_roas moved UP +23.8% on 2024-06-19. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240620-ROAS,2024-06-20,avg_roas,1,MEDIUM,UP,52.88,0.914,0,,avg_roas,avg_roas,0.914,UP,0,,,no_anomalous_child,False,,,,,,,,,,False,,,,,,,,,,,avg_roas moved UP +52.9% on 2024-06-20; suspected driver: avg_roas.,False,none,,1.0,HIGH,False,,0.06756,0.45172,0.14999,0.02963,[MEDIUM] avg_roas moved UP +52.9% on 2024-06-20. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240621-ROAS,2024-06-21,avg_roas,1,MEDIUM,DOWN,-74.06,-1.0004,0,,avg_roas,avg_roas,-1.0004,DOWN,0,,,no_anomalous_child,False,,,,,,,,,,False,,,,,,,,,,,avg_roas moved DOWN -74.1% on 2024-06-21; suspected driver: avg_roas.,False,none,,1.0,HIGH,False,,0.10159,0.26754,0.14993,0.00869,[MEDIUM] avg_roas moved DOWN -74.1% on 2024-06-21. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240622-ROAS,2024-06-22,avg_roas,1,MEDIUM,DOWN,-41.34,-0.6212,0,,avg_roas,avg_roas,-0.6212,DOWN,0,"avg_order_value_usd, inventory_health",,no_anomalous_child,False,,,,,,,,,,False,,,,,,,,,,,avg_roas moved DOWN -41.3% on 2024-06-22; suspected driver: avg_roas.,False,none,,1.0,HIGH,False,,0.19968,0.26634,0.14983,-0.00467,[MEDIUM] avg_roas moved DOWN -41.3% on 2024-06-22. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240624-ROAS,2024-06-24,avg_roas,1,MEDIUM,UP,141.99,1.7119,0,,avg_roas,avg_roas,1.7119,UP,0,inventory_health,,no_anomalous_child,False,,,,,,,,,,False,,,,,,,,,,,avg_roas moved UP +142.0% on 2024-06-24; suspected driver: avg_roas.,False,none,,1.0,HIGH,False,,0.17998,0.23899,0.1495,-0.02349,[MEDIUM] avg_roas moved UP +142.0% on 2024-06-24. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240626-ROAS,2024-06-26,avg_roas,1,MEDIUM,DOWN,-67.75,-0.6301,0,,avg_roas,avg_roas,-0.6301,DOWN,0,bounce_rate,,no_anomalous_child,False,,,,,,,,,,False,,,,,,,,,,,avg_roas moved DOWN -67.8% on 2024-06-26; suspected driver: avg_roas.,False,none,,1.0,HIGH,False,,0.21382,0.16615,0.14899,-0.10451,[MEDIUM] avg_roas moved DOWN -67.8% on 2024-06-26. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240710-ROAS,2024-07-10,avg_roas,1,MEDIUM,DOWN,-59.43,-0.7114,1,marketing_tracking_outage,avg_roas,avg_roas,-0.7114,DOWN,0,"avg_order_value_usd, total_revenue_usd",,no_anomalous_child,False,,,,,,,,,,False,,,,,,,,,,,avg_roas moved DOWN -59.4% on 2024-07-10; suspected driver: avg_roas.,False,none,,1.0,HIGH,False,,0.22912,0.19001,0.14053,-0.09521,[MEDIUM] avg_roas moved DOWN -59.4% on 2024-07-10. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.
