anomaly_id,date,kpi,tier,severity,direction,deviation_pct,z_score,anomaly_flag,anomaly_event,dependency_chain,suspected_driver_kpi,driver_z_score,driver_direction,graph_depth_reached,co_anomalous_kpis,affected_tier1_kpis,traversal_stopped
ANO-20240601-ROAS,2024-06-01,avg_roas,1,MEDIUM,UP,148.22,1.5758,0,,avg_roas,avg_roas,1.5758,UP,0,"avg_order_value_usd, total_revenue_usd",,no_anomalous_child
ANO-20240612-ROAS,2024-06-12,avg_roas,1,MEDIUM,UP,143.23,1.6443,0,,avg_roas,avg_roas,1.6443,UP,0,inventory_health,,no_anomalous_child
ANO-20240618-ROAS,2024-06-18,avg_roas,1,MEDIUM,DOWN,-35.21,-0.5094,1,website_outage,avg_roas,avg_roas,-0.5094,DOWN,0,"avg_discount_pct, avg_order_value_usd, conversion_rate, n_orders, sessions, total_revenue_usd",,no_anomalous_child
ANO-20240619-ROAS,2024-06-19,avg_roas,1,MEDIUM,UP,23.76,0.3673,0,,avg_roas,avg_roas,0.3673,UP,0,"avg_discount_pct, inventory_health, n_stockouts",,no_anomalous_child
ANO-20240620-ROAS,2024-06-20,avg_roas,1,MEDIUM,UP,52.88,0.914,0,,avg_roas,avg_roas,0.914,UP,0,,,no_anomalous_child
ANO-20240621-ROAS,2024-06-21,avg_roas,1,MEDIUM,DOWN,-74.06,-1.0004,0,,avg_roas,avg_roas,-1.0004,DOWN,0,,,no_anomalous_child
ANO-20240622-ROAS,2024-06-22,avg_roas,1,MEDIUM,DOWN,-41.34,-0.6212,0,,avg_roas,avg_roas,-0.6212,DOWN,0,"avg_order_value_usd, inventory_health",,no_anomalous_child
ANO-20240624-ROAS,2024-06-24,avg_roas,1,MEDIUM,UP,141.99,1.7119,0,,avg_roas,avg_roas,1.7119,UP,0,inventory_health,,no_anomalous_child
ANO-20240626-ROAS,2024-06-26,avg_roas,1,MEDIUM,DOWN,-67.75,-0.6301,0,,avg_roas,avg_roas,-0.6301,DOWN,0,bounce_rate,,no_anomalous_child
ANO-20240710-ROAS,2024-07-10,avg_roas,1,MEDIUM,DOWN,-59.43,-0.7114,1,marketing_tracking_outage,avg_roas,avg_roas,-0.7114,DOWN,0,"avg_order_value_usd, total_revenue_usd",,no_anomalous_child
ANO-20240711-ROAS,2024-07-11,avg_roas,1,MEDIUM,UP,96.64,1.2225,0,,avg_roas,avg_roas,1.2225,UP,0,"avg_order_value_usd, return_rate, total_revenue_usd",,no_anomalous_child
ANO-20240723-ROAS,2024-07-23,avg_roas,1,MEDIUM,DOWN,-88.44,-0.9054,0,,avg_roas,avg_roas,-0.9054,DOWN,0,"avg_order_value_usd, inventory_health",,no_anomalous_child
ANO-20240809-ROAS,2024-08-09,avg_roas,1,MEDIUM,UP,265.12,2.1592,0,,avg_roas,avg_roas,2.1592,UP,0,"avg_order_value_usd, sessions, total_revenue_usd",,no_anomalous_child
ANO-20240814-ROAS,2024-08-14,avg_roas,1,MEDIUM,UP,90.61,1.2479,0,,avg_roas,avg_roas,1.2479,UP,0,,,no_anomalous_child
ANO-20240817-ROAS,2024-08-17,avg_roas,1,MEDIUM,UP,86.06,1.3182,0,,avg_roas,avg_roas,1.3182,UP,0,"avg_discount_pct, sessions",,no_anomalous_child
ANO-20240820-ROAS,2024-08-20,avg_roas,1,MEDIUM,DOWN,-53.09,-0.641,1,back_to_school_surge,avg_roas,avg_roas,-0.641,DOWN,0,"n_orders, sessions, total_revenue_usd",,no_anomalous_child
ANO-20240821-ROAS,2024-08-21,avg_roas,1,MEDIUM,UP,22.53,0.2876,0,,avg_roas,avg_roas,0.2876,UP,0,"bounce_rate, inventory_health",,no_anomalous_child
ANO-20241024-ROAS,2024-10-24,avg_roas,1,MEDIUM,UP,114.8,1.6245,0,,avg_roas -> total_clicks,total_clicks,1.6654,UP,1,total_clicks,avg_roas,leaf_node_reached
ANO-20241031-ROAS,2024-10-31,avg_roas,1,MEDIUM,UP,234.6,2.2058,0,,avg_roas -> total_clicks,total_clicks,1.5348,UP,1,"sessions, total_clicks",avg_roas,leaf_node_reached
ANO-20241129-ROAS,2024-11-29,avg_roas,1,HIGH,UP,159.74,2.0367,1,black_friday_spike,avg_roas,avg_roas,2.0367,UP,0,"avg_order_value_usd, inventory_health, n_orders, total_revenue_usd",,no_anomalous_child
ANO-20241202-ROAS,2024-12-02,avg_roas,1,MEDIUM,UP,45.0,0.505,1,cyber_monday_halo,avg_roas,avg_roas,0.505,UP,0,,,no_anomalous_child
ANO-20241214-ROAS,2024-12-14,avg_roas,1,MEDIUM,DOWN,-20.14,-0.3499,0,,avg_roas -> total_clicks,total_clicks,1.9888,UP,1,"avg_discount_pct, conversion_rate, inventory_health, n_orders, sessions, total_clicks, total_revenue_usd",avg_roas,leaf_node_reached
ANO-20241216-ROAS,2024-12-16,avg_roas,1,MEDIUM,DOWN,-53.82,-0.9653,0,,avg_roas,avg_roas,-0.9653,DOWN,0,"avg_order_value_usd, bounce_rate",,no_anomalous_child
ANO-20250114-ROAS,2025-01-14,avg_roas,1,HIGH,UP,173.75,1.9986,0,,avg_roas,avg_roas,1.9986,UP,0,,,no_anomalous_child
ANO-20250121-ROAS,2025-01-21,avg_roas,1,MEDIUM,UP,263.08,2.1538,0,,avg_roas,avg_roas,2.1538,UP,0,,,no_anomalous_child
ANO-20250127-ROAS,2025-01-27,avg_roas,1,MEDIUM,DOWN,-7.32,-0.0689,0,,avg_roas -> total_clicks,total_clicks,1.6941,UP,1,"n_stockouts, total_clicks",avg_roas,leaf_node_reached
ANO-20250128-ROAS,2025-01-28,avg_roas,1,MEDIUM,DOWN,-64.67,-0.8378,0,,avg_roas,avg_roas,-0.8378,DOWN,0,return_rate,,no_anomalous_child
ANO-20250129-ROAS,2025-01-29,avg_roas,1,MEDIUM,UP,56.67,0.8838,0,,avg_roas,avg_roas,0.8838,UP,0,"avg_discount_pct, conversion_rate, n_orders, return_rate, sessions, total_revenue_usd",,no_anomalous_child
ANO-20250130-ROAS,2025-01-30,avg_roas,1,MEDIUM,UP,47.76,0.834,0,,avg_roas,avg_roas,0.834,UP,0,,,no_anomalous_child
ANO-20250131-ROAS,2025-01-31,avg_roas,1,MEDIUM,UP,105.9,1.8432,0,,avg_roas,avg_roas,1.8432,UP,0,,,no_anomalous_child
ANO-20250201-ROAS,2025-02-01,avg_roas,1,MEDIUM,DOWN,-40.5,-0.7371,0,,avg_roas,avg_roas,-0.7371,DOWN,0,,,no_anomalous_child
ANO-20250202-ROAS,2025-02-02,avg_roas,1,MEDIUM,UP,45.5,0.8436,0,,avg_roas,avg_roas,0.8436,UP,0,,,no_anomalous_child
ANO-20250204-ROAS,2025-02-04,avg_roas,1,MEDIUM,DOWN,-66.42,-1.2275,0,,avg_roas,avg_roas,-1.2275,DOWN,0,"avg_order_value_usd, bounce_rate",,no_anomalous_child
ANO-20250217-ROAS,2025-02-17,avg_roas,1,MEDIUM,UP,117.65,1.8149,0,,avg_roas,avg_roas,1.8149,UP,0,"avg_order_value_usd, n_orders, total_revenue_usd",,no_anomalous_child
ANO-20250220-ROAS,2025-02-20,avg_roas,1,MEDIUM,UP,72.61,1.3255,0,,avg_roas,avg_roas,1.3255,UP,0,return_rate,,no_anomalous_child
ANO-20250226-ROAS,2025-02-26,avg_roas,1,MEDIUM,UP,121.08,1.5331,0,,avg_roas,avg_roas,1.5331,UP,0,inventory_health,,no_anomalous_child
ANO-20250505-ROAS,2025-05-05,avg_roas,1,MEDIUM,UP,77.29,1.2199,0,,avg_roas,avg_roas,1.2199,UP,0,,,no_anomalous_child
ANO-20250525-ROAS,2025-05-25,avg_roas,1,HIGH,UP,263.89,2.246,0,,avg_roas -> total_clicks,total_clicks,2.0221,UP,1,total_clicks,avg_roas,leaf_node_reached
ANO-20250609-ROAS,2025-06-09,avg_roas,1,MEDIUM,UP,87.15,1.4965,0,,avg_roas -> total_clicks,total_clicks,1.5724,UP,1,"avg_order_value_usd, conversion_rate, inventory_health, n_orders, total_clicks, total_revenue_usd",avg_roas,leaf_node_reached
ANO-20250707-ROAS,2025-07-07,avg_roas,1,MEDIUM,UP,90.1,1.452,0,,avg_roas,avg_roas,1.452,UP,0,return_rate,,no_anomalous_child
ANO-20250710-ROAS,2025-07-10,avg_roas,1,MEDIUM,UP,74.59,1.2251,0,,avg_roas,avg_roas,1.2251,UP,0,conversion_rate,,no_anomalous_child
ANO-20250819-ROAS,2025-08-19,avg_roas,1,MEDIUM,UP,113.79,1.8604,0,,avg_roas,avg_roas,1.8604,UP,0,"avg_order_value_usd, total_revenue_usd",,no_anomalous_child
ANO-20250830-ROAS,2025-08-30,avg_roas,1,MEDIUM,UP,131.21,1.825,0,,avg_roas,avg_roas,1.825,UP,0,,,no_anomalous_child
ANO-20250917-ROAS,2025-09-17,avg_roas,1,MEDIUM,DOWN,-61.11,-0.7594,1,bot_traffic_surge,avg_roas,avg_roas,-0.7594,DOWN,0,sessions,,no_anomalous_child
ANO-20250920-ROAS,2025-09-20,avg_roas,1,MEDIUM,UP,229.57,2.105,0,,avg_roas,avg_roas,2.105,UP,0,"avg_discount_pct, inventory_health",,no_anomalous_child
ANO-20250924-ROAS,2025-09-24,avg_roas,1,HIGH,UP,92.57,1.0769,0,,avg_roas,avg_roas,1.0769,UP,0,"avg_discount_pct, conversion_rate, n_orders, sessions",,no_anomalous_child
ANO-20250925-ROAS,2025-09-25,avg_roas,1,HIGH,UP,60.01,0.7617,0,,avg_roas,avg_roas,0.7617,UP,0,"avg_discount_pct, conversion_rate, n_orders, sessions",,no_anomalous_child
ANO-20251108-ROAS,2025-11-08,avg_roas,1,MEDIUM,UP,192.09,1.9763,0,,avg_roas,avg_roas,1.9763,UP,0,,,no_anomalous_child
ANO-20251128-ROAS,2025-11-28,avg_roas,1,MEDIUM,DOWN,-58.79,-0.9295,1,black_friday_spike,avg_roas -> total_clicks,total_clicks,-1.8655,DOWN,1,"avg_order_value_usd, n_orders, total_clicks, total_revenue_usd",avg_roas,leaf_node_reached
ANO-20251224-ROAS,2025-12-24,avg_roas,1,MEDIUM,UP,169.86,2.0137,0,,avg_roas -> total_clicks,total_clicks,1.7566,UP,1,"conversion_rate, inventory_health, n_orders, total_clicks, total_revenue_usd",avg_roas,leaf_node_reached
ANO-20240417-CVR,2024-04-17,conversion_rate,1,MEDIUM,UP,11.32,1.8499,0,,conversion_rate -> avg_discount_pct,avg_discount_pct,1.8377,UP,1,"avg_discount_pct, n_orders, sessions, total_revenue_usd","conversion_rate, n_orders, total_revenue_usd",leaf_node_reached
ANO-20240618-CVR,2024-06-18,conversion_rate,1,MEDIUM,UP,16.03,2.1583,1,website_outage,conversion_rate -> avg_discount_pct,avg_discount_pct,2.1964,UP,1,"avg_discount_pct, avg_order_value_usd, n_orders, sessions, total_revenue_usd","conversion_rate, n_orders, total_revenue_usd",leaf_node_reached
ANO-20240620-CVR,2024-06-20,conversion_rate,1,MEDIUM,UP,13.98,1.3312,0,,conversion_rate,conversion_rate,1.3312,UP,0,,"n_orders, total_revenue_usd",no_anomalous_child
ANO-20240903-CVR,2024-09-03,conversion_rate,1,MEDIUM,UP,65.82,2.2437,1,email_campaign_spike,conversion_rate,conversion_rate,2.2437,UP,0,inventory_health,"n_orders, total_revenue_usd",no_anomalous_child
ANO-20250131-CVR,2025-01-31,conversion_rate,1,MEDIUM,UP,7.87,1.0847,0,,conversion_rate,conversion_rate,1.0847,UP,0,avg_roas,"n_orders, total_revenue_usd",no_anomalous_child
ANO-20250925-CVR,2025-09-25,conversion_rate,1,MEDIUM,UP,10.41,1.5685,0,,conversion_rate -> avg_discount_pct,avg_discount_pct,1.5899,UP,1,"avg_discount_pct, n_orders, sessions","conversion_rate, n_orders, total_revenue_usd",leaf_node_reached
ANO-20240620-RET,2024-06-20,return_rate,2,MEDIUM,DOWN,-1.95,-1.0424,0,,return_rate,return_rate,-1.0424,DOWN,0,,total_revenue_usd,tier_2_3_no_traversal
ANO-20240626-RET,2024-06-26,return_rate,2,MEDIUM,UP,3.56,1.369,0,,return_rate,return_rate,1.369,UP,0,bounce_rate,total_revenue_usd,tier_2_3_no_traversal
ANO-20250114-RET,2025-01-14,return_rate,2,MEDIUM,DOWN,-2.2,-0.8545,0,,return_rate,return_rate,-0.8545,DOWN,0,avg_roas,total_revenue_usd,tier_2_3_no_traversal
ANO-20250129-RET,2025-01-29,return_rate,2,MEDIUM,UP,4.66,1.534,0,,return_rate,return_rate,1.534,UP,0,"avg_discount_pct, conversion_rate, n_orders, sessions, total_revenue_usd",total_revenue_usd,tier_2_3_no_traversal
ANO-20240417-STK,2024-04-17,n_stockouts,2,MEDIUM,,,,0,,n_stockouts,n_stockouts,,,0,"avg_discount_pct, conversion_rate, n_orders, sessions, total_revenue_usd","n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20240619-STK,2024-06-19,n_stockouts,2,MEDIUM,UP,600.04,2.2678,0,,n_stockouts,n_stockouts,2.2678,UP,0,"avg_discount_pct, inventory_health","n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20240626-STK,2024-06-26,n_stockouts,2,MEDIUM,DOWN,-100.0,-0.5855,0,,n_stockouts,n_stockouts,-0.5855,DOWN,0,bounce_rate,"n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20241105-STK,2024-11-05,n_stockouts,2,MEDIUM,,,,1,bot_traffic_surge,n_stockouts,n_stockouts,,,0,"conversion_rate, n_orders, return_rate, sessions","n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20241216-STK,2024-12-16,n_stockouts,2,MEDIUM,,,,0,,n_stockouts,n_stockouts,,,0,"avg_order_value_usd, bounce_rate","n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20240618-AOV,2024-06-18,avg_order_value_usd,2,MEDIUM,UP,5.15,2.0612,1,website_outage,avg_order_value_usd,avg_order_value_usd,2.0612,UP,0,"avg_discount_pct, conversion_rate, n_orders, sessions, total_revenue_usd",total_revenue_usd,tier_2_3_no_traversal
ANO-20240723-AOV,2024-07-23,avg_order_value_usd,2,MEDIUM,UP,2.25,1.7004,0,,avg_order_value_usd,avg_order_value_usd,1.7004,UP,0,inventory_health,total_revenue_usd,tier_2_3_no_traversal
ANO-20241129-AOV,2024-11-29,avg_order_value_usd,2,MEDIUM,UP,159.18,2.2673,1,black_friday_spike,avg_order_value_usd,avg_order_value_usd,2.2673,UP,0,"avg_roas, inventory_health, n_orders, total_revenue_usd",total_revenue_usd,tier_2_3_no_traversal
ANO-20241202-AOV,2024-12-02,avg_order_value_usd,2,MEDIUM,UP,38.7,0.6107,1,cyber_monday_halo,avg_order_value_usd,avg_order_value_usd,0.6107,UP,0,,total_revenue_usd,tier_2_3_no_traversal
ANO-20251128-AOV,2025-11-28,avg_order_value_usd,2,MEDIUM,UP,173.57,2.2677,1,black_friday_spike,avg_order_value_usd,avg_order_value_usd,2.2677,UP,0,"n_orders, total_clicks, total_revenue_usd",total_revenue_usd,tier_2_3_no_traversal
ANO-20240626-BNC,2024-06-26,bounce_rate,2,MEDIUM,UP,12.95,1.7726,0,,bounce_rate,bounce_rate,1.7726,UP,0,,"conversion_rate, n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20240710-BNC,2024-07-10,bounce_rate,2,MEDIUM,DOWN,-10.54,-1.197,1,marketing_tracking_outage,bounce_rate,bounce_rate,-1.197,DOWN,0,"avg_order_value_usd, total_revenue_usd","conversion_rate, n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20241105-BNC,2024-11-05,bounce_rate,2,MEDIUM,UP,7.53,1.4249,1,bot_traffic_surge,bounce_rate,bounce_rate,1.4249,UP,0,"conversion_rate, n_orders, return_rate, sessions","conversion_rate, n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20250127-BNC,2025-01-27,bounce_rate,2,MEDIUM,UP,10.98,1.4548,0,,bounce_rate,bounce_rate,1.4548,UP,0,"n_stockouts, total_clicks","conversion_rate, n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20250204-BNC,2025-02-04,bounce_rate,2,MEDIUM,UP,20.74,1.6541,0,,bounce_rate,bounce_rate,1.6541,UP,0,avg_order_value_usd,"conversion_rate, n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20240417-CLK,2024-04-17,total_clicks,3,LOW,UP,13.1,0.2691,0,,total_clicks,total_clicks,0.2691,UP,0,"avg_discount_pct, conversion_rate, n_orders, sessions, total_revenue_usd",avg_roas,tier_2_3_no_traversal
ANO-20240618-CLK,2024-06-18,total_clicks,3,LOW,UP,0.14,0.0035,1,website_outage,total_clicks,total_clicks,0.0035,UP,0,"avg_discount_pct, avg_order_value_usd, conversion_rate, n_orders, sessions, total_revenue_usd",avg_roas,tier_2_3_no_traversal
ANO-20240619-CLK,2024-06-19,total_clicks,3,LOW,UP,42.26,1.0256,0,,total_clicks,total_clicks,1.0256,UP,0,"avg_discount_pct, inventory_health, n_stockouts",avg_roas,tier_2_3_no_traversal
ANO-20240620-CLK,2024-06-20,total_clicks,3,LOW,DOWN,-15.87,-0.37,0,,total_clicks,total_clicks,-0.37,DOWN,0,,avg_roas,tier_2_3_no_traversal
ANO-20240621-CLK,2024-06-21,total_clicks,3,LOW,DOWN,-51.35,-0.9873,0,,total_clicks,total_clicks,-0.9873,DOWN,0,,avg_roas,tier_2_3_no_traversal
ANO-20240622-CLK,2024-06-22,total_clicks,3,LOW,DOWN,-38.76,-0.8858,0,,total_clicks,total_clicks,-0.8858,DOWN,0,"avg_order_value_usd, inventory_health",avg_roas,tier_2_3_no_traversal
ANO-20240626-CLK,2024-06-26,total_clicks,3,LOW,DOWN,-66.77,-0.9567,0,,total_clicks,total_clicks,-0.9567,DOWN,0,bounce_rate,avg_roas,tier_2_3_no_traversal
ANO-20240711-CLK,2024-07-11,total_clicks,3,LOW,UP,32.47,0.8134,0,,total_clicks,total_clicks,0.8134,UP,0,"avg_order_value_usd, return_rate, total_revenue_usd",avg_roas,tier_2_3_no_traversal
ANO-20240723-CLK,2024-07-23,total_clicks,3,LOW,DOWN,-69.3,-1.0362,0,,total_clicks,total_clicks,-1.0362,DOWN,0,"avg_order_value_usd, inventory_health",avg_roas,tier_2_3_no_traversal
ANO-20241105-CLK,2024-11-05,total_clicks,3,LOW,DOWN,-36.29,-0.6737,1,bot_traffic_surge,total_clicks,total_clicks,-0.6737,DOWN,0,"conversion_rate, n_orders, return_rate, sessions",avg_roas,tier_2_3_no_traversal
ANO-20241129-CLK,2024-11-29,total_clicks,3,LOW,UP,47.88,0.7283,1,black_friday_spike,total_clicks,total_clicks,0.7283,UP,0,"avg_order_value_usd, avg_roas, inventory_health, n_orders, total_revenue_usd",avg_roas,tier_2_3_no_traversal
ANO-20241202-CLK,2024-12-02,total_clicks,3,LOW,UP,45.87,0.837,1,cyber_monday_halo,total_clicks,total_clicks,0.837,UP,0,,avg_roas,tier_2_3_no_traversal
ANO-20241214-CLK,2024-12-14,total_clicks,3,LOW,UP,58.37,1.9888,0,,total_clicks,total_clicks,1.9888,UP,0,"avg_discount_pct, conversion_rate, inventory_health, n_orders, sessions, total_revenue_usd",avg_roas,tier_2_3_no_traversal
ANO-20250126-CLK,2025-01-26,total_clicks,3,LOW,DOWN,-39.55,-0.8499,0,,total_clicks,total_clicks,-0.8499,DOWN,0,"avg_order_value_usd, bounce_rate",avg_roas,tier_2_3_no_traversal
ANO-20250127-CLK,2025-01-27,total_clicks,3,LOW,UP,89.1,1.6941,0,,total_clicks,total_clicks,1.6941,UP,0,n_stockouts,avg_roas,tier_2_3_no_traversal
ANO-20250128-CLK,2025-01-28,total_clicks,3,LOW,DOWN,-39.53,-0.6677,0,,total_clicks,total_clicks,-0.6677,DOWN,0,return_rate,avg_roas,tier_2_3_no_traversal
ANO-20250130-CLK,2025-01-30,total_clicks,3,LOW,DOWN,-11.76,-0.1887,0,,total_clicks,total_clicks,-0.1887,DOWN,0,,avg_roas,tier_2_3_no_traversal
ANO-20250131-CLK,2025-01-31,total_clicks,3,LOW,UP,62.63,1.1218,0,,total_clicks,total_clicks,1.1218,UP,0,avg_roas,avg_roas,tier_2_3_no_traversal
ANO-20250201-CLK,2025-02-01,total_clicks,3,LOW,UP,14.73,0.2891,0,,total_clicks,total_clicks,0.2891,UP,0,,avg_roas,tier_2_3_no_traversal
ANO-20250202-CLK,2025-02-02,total_clicks,3,LOW,UP,1.92,0.0467,0,,total_clicks,total_clicks,0.0467,UP,0,,avg_roas,tier_2_3_no_traversal
