date,kpi,tier,actual_value,yhat,yhat_lower,yhat_upper,interval_width_abs,interval_width_pct,deviation_pct,direction,method_c_flag,anomaly_flag,anomaly_event,anomaly_kpi
2024-03-05,total_revenue_usd,1,12073.45,11677.2887,6398.4998,16829.9874,10431.4877,89.33,3.39,NORMAL,False,0,,
2024-03-06,total_revenue_usd,1,11758.3,11251.4959,5843.5267,16659.9636,10816.4369,96.13,4.5,NORMAL,False,0,,
2024-03-07,total_revenue_usd,1,11774.73,11240.1283,6035.0188,16507.3167,10472.2978,93.17,4.76,NORMAL,False,0,,
2024-03-08,total_revenue_usd,1,12083.19,12580.3597,7062.3444,17829.4311,10767.0867,85.59,-3.95,NORMAL,False,0,,
2024-03-09,total_revenue_usd,1,12418.93,12010.5401,6869.9132,17997.7669,11127.8536,92.65,3.4,NORMAL,False,0,,
2024-03-10,total_revenue_usd,1,13547.22,13247.3873,7744.2022,18279.5129,10535.3108,79.53,2.26,NORMAL,False,0,,
2024-03-11,total_revenue_usd,1,13073.11,13129.4619,7638.2595,18494.4242,10856.1647,82.69,-0.43,NORMAL,False,0,,
2024-03-12,total_revenue_usd,1,12241.38,11961.6445,6128.6042,17217.6492,11089.045,92.71,2.34,NORMAL,False,0,,
2024-03-13,total_revenue_usd,1,12264.81,11882.855,6084.6419,17306.0559,11221.414,94.43,3.21,NORMAL,False,0,,
2024-03-14,total_revenue_usd,1,12216.74,11873.4682,6257.8174,17192.4155,10934.5981,92.09,2.89,NORMAL,False,0,,
2024-03-15,total_revenue_usd,1,7563.43,13288.9043,8349.6833,18915.9233,10566.24,79.51,-43.08,DOWN,True,1,inventory_stockout,sales_volume
2024-03-16,total_revenue_usd,1,12447.8,12207.4897,6313.8697,17677.1315,11363.2618,93.08,1.97,NORMAL,False,0,,
2024-03-17,total_revenue_usd,1,11973.27,11671.184,6320.8851,17196.9685,10876.0834,93.19,2.59,NORMAL,False,0,,
2024-03-18,total_revenue_usd,1,11186.34,11205.2997,5886.058,16537.717,10651.659,95.06,-0.17,NORMAL,False,0,,
2024-03-19,total_revenue_usd,1,11539.33,11367.9133,5494.977,16752.237,11257.26,99.03,1.51,NORMAL,False,0,,
2024-03-20,total_revenue_usd,1,11866.32,11629.1329,6199.3226,17239.0769,11039.7543,94.93,2.04,NORMAL,False,0,,
2024-03-21,total_revenue_usd,1,11671.06,11485.1576,5687.7105,16870.2492,11182.5387,97.37,1.62,NORMAL,False,0,,
2024-03-22,total_revenue_usd,1,11592.04,12335.3709,6510.5736,18212.6796,11702.106,94.87,-6.03,NORMAL,False,0,,
2024-03-23,total_revenue_usd,1,11520.46,11317.1833,5897.7422,16823.2141,10925.472,96.54,1.8,NORMAL,False,0,,
2024-03-24,total_revenue_usd,1,11836.57,11666.6831,6088.5365,16859.4179,10770.8814,92.32,1.46,NORMAL,False,0,,
2024-03-25,total_revenue_usd,1,12386.13,12570.0283,7472.208,17772.5026,10300.2947,81.94,-1.46,NORMAL,False,0,,
2024-03-26,total_revenue_usd,1,12349.76,12225.6732,7009.1519,17875.4086,10866.2567,88.88,1.01,NORMAL,False,0,,
2024-03-27,total_revenue_usd,1,11995.86,11792.417,6190.1831,17062.7039,10872.5209,92.2,1.73,NORMAL,False,0,,
2024-03-28,total_revenue_usd,1,12098.96,11813.9287,6387.088,17230.7939,10843.7059,91.79,2.41,NORMAL,False,0,,
2024-03-29,total_revenue_usd,1,12524.12,13224.718,7846.4118,18377.1975,10530.7857,79.63,-5.3,NORMAL,False,0,,
2024-03-30,total_revenue_usd,1,12413.32,12129.147,6713.5071,17829.1919,11115.6847,91.64,2.34,NORMAL,False,0,,
2024-03-31,total_revenue_usd,1,12975.42,12699.5043,7104.8664,17860.9722,10756.1058,84.7,2.17,NORMAL,False,0,,
2024-04-01,total_revenue_usd,1,13560.1,13659.4425,8003.2273,18534.3386,10531.1113,77.1,-0.73,NORMAL,False,0,,
2024-04-02,total_revenue_usd,1,13689.83,13490.1712,7862.9941,19073.7309,11210.7368,83.1,1.48,NORMAL,False,0,,
2024-04-03,total_revenue_usd,1,13485.91,13147.2807,8193.8078,18469.6414,10275.8336,78.16,2.58,NORMAL,False,0,,
2024-04-04,total_revenue_usd,1,13456.9,13086.8588,7815.1397,18274.9991,10459.8594,79.93,2.83,NORMAL,False,0,,
2024-04-05,total_revenue_usd,1,13057.41,13652.5858,8344.6679,19133.8965,10789.2286,79.03,-4.36,NORMAL,False,0,,
2024-04-06,total_revenue_usd,1,13344.43,12929.6584,7728.174,18327.44,10599.266,81.98,3.21,NORMAL,False,0,,
2024-04-07,total_revenue_usd,1,13159.25,12762.5914,7242.4741,17961.098,10718.6238,83.98,3.11,NORMAL,False,0,,
2024-04-08,total_revenue_usd,1,13021.76,13004.5586,8021.2138,18352.0548,10330.8411,79.44,0.13,NORMAL,False,0,,
2024-04-09,total_revenue_usd,1,12946.69,12643.1444,7626.1166,18318.6804,10692.5637,84.57,2.4,NORMAL,False,0,,
2024-04-10,total_revenue_usd,1,12633.56,12190.177,7025.2238,17621.6421,10596.4183,86.93,3.64,NORMAL,False,0,,
2024-04-11,total_revenue_usd,1,12667.65,12251.8387,6909.6263,17476.0112,10566.3849,86.24,3.39,NORMAL,False,0,,
2024-04-12,total_revenue_usd,1,13261.45,13855.8255,8217.6406,19648.3349,11430.6943,82.5,-4.29,NORMAL,False,0,,
2024-04-13,total_revenue_usd,1,13033.56,12742.0044,7213.103,18095.5769,10882.4739,85.41,2.29,NORMAL,False,0,,
2024-04-14,total_revenue_usd,1,13396.38,13115.7383,7648.4821,18538.6389,10890.1569,83.03,2.14,NORMAL,False,0,,
2024-04-15,total_revenue_usd,1,12712.02,12835.1092,7336.222,18089.2313,10753.0093,83.78,-0.96,NORMAL,False,0,,
2024-04-16,total_revenue_usd,1,13381.46,13288.9278,8041.9444,18807.8757,10765.9312,81.01,0.7,NORMAL,False,0,,
2024-04-17,total_revenue_usd,1,14093.26,13958.2416,8829.3542,19394.2428,10564.8886,75.69,0.97,NORMAL,False,0,,
2024-04-18,total_revenue_usd,1,13611.99,13476.7287,8379.5946,18819.6057,10440.0111,77.47,1.0,NORMAL,False,0,,
2024-04-19,total_revenue_usd,1,13160.05,13991.8583,8367.6967,19876.3207,11508.624,82.25,-5.94,NORMAL,False,0,,
2024-04-20,total_revenue_usd,1,12911.61,12817.5581,7731.7511,18464.8781,10733.127,83.74,0.73,NORMAL,False,0,,
2024-04-21,total_revenue_usd,1,12128.05,12003.711,6594.9398,17230.322,10635.3822,88.6,1.04,NORMAL,False,0,,
2024-04-22,total_revenue_usd,1,12084.24,12348.1867,7188.2804,18237.6905,11049.4102,89.48,-2.14,NORMAL,False,1,logistics_disruption,fulfillment_time
2024-04-23,total_revenue_usd,1,12228.82,12206.2602,7161.115,18001.9013,10840.7863,88.81,0.18,NORMAL,False,0,,
2024-04-24,total_revenue_usd,1,11651.45,11532.6761,5952.25,16587.9704,10635.7204,92.22,1.03,NORMAL,False,0,,
2024-04-25,total_revenue_usd,1,11726.39,11636.1357,6801.4984,17169.6609,10368.1626,89.1,0.78,NORMAL,False,0,,
2024-04-26,total_revenue_usd,1,11056.66,11820.9439,6187.1838,17099.7738,10912.5901,92.32,-6.47,NORMAL,False,0,,
2024-04-27,total_revenue_usd,1,10933.08,10697.4477,5278.6019,15710.0008,10431.3989,97.51,2.2,NORMAL,False,0,,
2024-04-28,total_revenue_usd,1,10066.27,9712.511,4175.8468,15490.9312,11315.0844,116.5,3.64,NORMAL,False,0,,
2024-04-29,total_revenue_usd,1,11206.41,11374.1692,5888.4822,17031.1139,11142.6317,97.96,-1.47,NORMAL,False,0,,
2024-04-30,total_revenue_usd,1,11029.79,10876.8869,5635.0983,16451.2385,10816.1401,99.44,1.41,NORMAL,False,0,,
2024-05-01,total_revenue_usd,1,10799.83,10520.8425,4899.9972,16134.3024,11234.3053,106.78,2.65,NORMAL,False,0,,
2024-05-02,total_revenue_usd,1,10670.64,10289.2031,5026.8148,15935.3706,10908.5557,106.02,3.71,NORMAL,False,0,,
2024-05-03,total_revenue_usd,1,11141.47,11797.784,5763.6926,17417.26,11653.5674,98.78,-5.56,NORMAL,False,0,,
2024-05-04,total_revenue_usd,1,12130.18,11920.1304,6487.8425,17574.42,11086.5775,93.01,1.76,NORMAL,False,0,,
2024-05-05,total_revenue_usd,1,11533.75,11197.9774,5628.2961,16888.1644,11259.8683,100.55,3.0,NORMAL,False,0,,
2024-05-06,total_revenue_usd,1,12350.2,12472.1649,6540.578,17719.8959,11179.3178,89.63,-0.98,NORMAL,False,0,,
2024-05-07,total_revenue_usd,1,13228.96,13088.8953,7808.0558,18441.363,10633.3072,81.24,1.07,NORMAL,False,0,,
2024-05-08,total_revenue_usd,1,13052.1,12790.5559,7552.5022,18497.2787,10944.7765,85.57,2.04,NORMAL,False,0,,
2024-05-09,total_revenue_usd,1,12706.72,12416.2885,6868.515,18051.2382,11182.7232,90.06,2.34,NORMAL,False,0,,
2024-05-10,total_revenue_usd,1,12559.95,13237.3443,7958.8204,18543.5035,10584.6831,79.96,-5.12,NORMAL,False,0,,
2024-05-11,total_revenue_usd,1,12429.73,12127.5134,6535.5748,17379.8691,10844.2942,89.42,2.49,NORMAL,False,0,,
2024-05-12,total_revenue_usd,1,12021.81,11676.5583,6129.1084,16908.0471,10778.9387,92.31,2.96,NORMAL,False,0,,
2024-05-13,total_revenue_usd,1,11247.44,11174.5328,5919.0598,16721.0894,10802.0296,96.67,0.65,NORMAL,False,0,,
2024-05-14,total_revenue_usd,1,11656.44,11353.9115,5388.5027,16683.4388,11294.9361,99.48,2.66,NORMAL,False,0,,
2024-05-15,total_revenue_usd,1,11955.54,11628.65,6089.7693,17079.2175,10989.4483,94.5,2.81,NORMAL,False,0,,
2024-05-16,total_revenue_usd,1,11954.32,11615.1348,6311.7503,16735.9639,10424.2137,89.75,2.92,NORMAL,False,0,,
2024-05-17,total_revenue_usd,1,11785.91,12438.6211,6912.3755,17720.0544,10807.6789,86.89,-5.25,NORMAL,False,0,,
2024-05-18,total_revenue_usd,1,11489.08,11199.95,5986.3095,16704.7169,10718.4074,95.7,2.58,NORMAL,False,0,,
2024-05-19,total_revenue_usd,1,11964.79,11758.8408,6126.3772,17077.007,10950.6297,93.13,1.75,NORMAL,False,0,,
2024-05-20,total_revenue_usd,1,12021.05,12202.552,6516.4308,17463.8997,10947.4689,89.71,-1.49,NORMAL,False,0,,
2024-05-21,total_revenue_usd,1,11564.51,11461.7793,5874.5776,16748.1993,10873.6218,94.87,0.9,NORMAL,False,0,,
2024-05-22,total_revenue_usd,1,11472.75,11312.0644,6119.7443,16601.1297,10481.3854,92.66,1.42,NORMAL,False,1,fraud_attack,refunds
2024-05-23,total_revenue_usd,1,11502.64,11382.1221,5945.4583,17047.6796,11102.2214,97.54,1.06,NORMAL,False,0,,
2024-05-24,total_revenue_usd,1,11375.97,12230.6624,7005.234,17523.6336,10518.3996,86.0,-6.99,NORMAL,False,0,,
2024-05-25,total_revenue_usd,1,12481.18,12508.9356,6641.1582,18090.2284,11449.0701,91.53,-0.22,NORMAL,False,0,,
2024-05-26,total_revenue_usd,1,12727.27,12835.1002,7070.0914,18080.9126,11010.8212,85.79,-0.84,NORMAL,False,0,,
2024-05-27,total_revenue_usd,1,13193.21,13685.1666,8435.4021,19124.1485,10688.7464,78.1,-3.59,NORMAL,False,0,,
2024-05-28,total_revenue_usd,1,13273.71,13497.7407,8162.3202,18757.0192,10594.699,78.49,-1.66,NORMAL,False,0,,
2024-05-29,total_revenue_usd,1,13484.66,13623.6,7727.2713,19210.8068,11483.5355,84.29,-1.02,NORMAL,False,0,,
2024-05-30,total_revenue_usd,1,13879.51,14029.242,8657.5838,19849.8196,11192.2358,79.78,-1.07,NORMAL,False,0,,
2024-05-31,total_revenue_usd,1,13757.04,14854.4253,9559.572,20439.7241,10880.1521,73.25,-7.39,NORMAL,False,0,,
2024-06-01,total_revenue_usd,1,12484.34,12581.2536,7241.6248,17692.4743,10450.8496,83.07,-0.77,NORMAL,False,0,,
2024-06-02,total_revenue_usd,1,12862.94,12918.3449,7185.3303,18274.947,11089.6167,85.84,-0.43,NORMAL,False,0,,
2024-06-03,total_revenue_usd,1,13244.53,13691.3232,8286.1725,18911.8512,10625.6787,77.61,-3.26,NORMAL,False,0,,
2024-06-04,total_revenue_usd,1,13507.07,13680.7654,8042.2408,19150.8862,11108.6454,81.2,-1.27,NORMAL,False,0,,
2024-06-05,total_revenue_usd,1,13502.02,13536.5471,8097.0637,19446.5015,11349.4378,83.84,-0.26,NORMAL,False,0,,
2024-06-06,total_revenue_usd,1,13669.26,13631.8038,8401.188,19123.569,10722.3811,78.66,0.27,NORMAL,False,0,,
2024-06-07,total_revenue_usd,1,13421.55,14298.7091,8871.2666,19633.4712,10762.2046,75.27,-6.13,NORMAL,False,0,,
2024-06-08,total_revenue_usd,1,13811.72,13671.7494,7663.4946,19062.7198,11399.2252,83.38,1.02,NORMAL,False,0,,
2024-06-09,total_revenue_usd,1,13059.39,12830.8788,7294.87,18053.7037,10758.8337,83.85,1.78,NORMAL,False,0,,
2024-06-10,total_revenue_usd,1,12379.98,12481.1553,7041.3221,18354.4151,11313.093,90.64,-0.81,NORMAL,False,0,,
2024-06-11,total_revenue_usd,1,12162.41,11860.287,6338.2273,17232.2756,10894.0483,91.85,2.55,NORMAL,False,0,,
2024-06-12,total_revenue_usd,1,12105.29,11673.5901,6865.1627,16968.3468,10103.1841,86.55,3.7,NORMAL,False,0,,
2024-06-13,total_revenue_usd,1,11625.91,11120.3547,5647.6138,16258.5854,10610.9716,95.42,4.55,NORMAL,False,0,,
2024-06-14,total_revenue_usd,1,11855.14,12312.8067,6734.3367,17783.6191,11049.2823,89.74,-3.72,NORMAL,False,0,,
2024-06-15,total_revenue_usd,1,11969.9,11439.6657,5898.4795,16754.5732,10856.0937,94.9,4.64,NORMAL,False,0,,
2024-06-16,total_revenue_usd,1,12441.94,11936.0218,6183.6794,17389.0409,11205.3615,93.88,4.24,NORMAL,False,0,,
2024-06-17,total_revenue_usd,1,12595.99,12486.0694,7166.8733,17698.7642,10531.8909,84.35,0.88,NORMAL,False,0,,
2024-06-18,total_revenue_usd,1,14538.37,14270.8169,8625.2932,19796.6032,11171.31,78.28,1.87,NORMAL,False,1,website_outage,sessions
2024-06-19,total_revenue_usd,1,13662.0,13291.009,7930.5615,18983.1126,11052.5512,83.16,2.79,NORMAL,False,0,,
2024-06-20,total_revenue_usd,1,13572.38,13216.9999,7943.6409,18720.4818,10776.8409,81.54,2.69,NORMAL,False,0,,
2024-06-21,total_revenue_usd,1,13350.99,13916.314,8371.0355,19594.2202,11223.1847,80.65,-4.06,NORMAL,False,0,,
2024-06-22,total_revenue_usd,1,14454.71,14180.0408,8574.0425,19749.2924,11175.2499,78.81,1.94,NORMAL,False,0,,
2024-06-23,total_revenue_usd,1,14401.92,14129.4001,8800.9841,19641.7441,10840.76,76.72,1.93,NORMAL,False,0,,
2024-06-24,total_revenue_usd,1,14133.44,14293.2284,9180.034,19830.0139,10649.9798,74.51,-1.12,NORMAL,False,0,,
2024-06-25,total_revenue_usd,1,13672.19,13553.302,7871.2131,18854.3797,10983.1666,81.04,0.88,NORMAL,False,0,,
2024-06-26,total_revenue_usd,1,14309.59,14143.3471,8631.146,19862.756,11231.61,79.41,1.18,NORMAL,False,0,,
2024-06-27,total_revenue_usd,1,13940.91,13827.206,8704.4744,19524.9329,10820.4585,78.25,0.82,NORMAL,False,0,,
2024-06-28,total_revenue_usd,1,13964.38,14880.5372,9702.8215,20322.4247,10619.6033,71.37,-6.16,NORMAL,False,0,,
2024-06-29,total_revenue_usd,1,14015.7,14014.4699,8895.0317,19660.3384,10765.3067,76.82,0.01,NORMAL,False,0,,
2024-06-30,total_revenue_usd,1,13623.5,13664.3751,8123.7636,19103.0097,10979.2461,80.35,-0.3,NORMAL,False,0,,
2024-07-01,total_revenue_usd,1,13740.32,14168.8961,8828.1084,19679.9921,10851.8836,76.59,-3.02,NORMAL,False,0,,
2024-07-02,total_revenue_usd,1,13728.84,13894.2269,8267.681,19337.8872,11070.2062,79.67,-1.19,NORMAL,False,0,,
2024-07-03,total_revenue_usd,1,14356.97,14467.0572,8660.9929,19736.1611,11075.1682,76.55,-0.76,NORMAL,False,0,,
2024-07-04,total_revenue_usd,1,14342.38,14496.9012,9150.5229,20115.5622,10965.0393,75.64,-1.07,NORMAL,False,0,,
2024-07-05,total_revenue_usd,1,14065.66,15164.5308,10279.3192,20688.0397,10408.7205,68.64,-7.25,NORMAL,False,0,,
2024-07-06,total_revenue_usd,1,13824.02,13949.2754,8594.5623,19691.4423,11096.88,79.55,-0.9,NORMAL,False,0,,
2024-07-07,total_revenue_usd,1,13729.86,13855.7727,8291.3374,19484.0209,11192.6835,80.78,-0.91,NORMAL,False,0,,
2024-07-08,total_revenue_usd,1,13827.9,14339.6394,9231.6096,19797.6977,10566.0881,73.68,-3.57,NORMAL,False,0,,
2024-07-09,total_revenue_usd,1,13828.35,14041.4856,8346.0629,19426.1788,11080.1159,78.91,-1.52,NORMAL,False,0,,
2024-07-10,total_revenue_usd,1,14540.28,14616.3576,9259.6602,19895.6145,10635.9543,72.77,-0.52,NORMAL,False,1,marketing_tracking_outage,roas
2024-07-11,total_revenue_usd,1,14720.24,14799.7738,9113.3761,20475.3606,11361.9845,76.77,-0.54,NORMAL,False,0,,
2024-07-12,total_revenue_usd,1,15211.37,16163.8336,10553.3894,21725.3911,11172.0016,69.12,-5.89,NORMAL,False,0,,
2024-07-13,total_revenue_usd,1,15396.82,15362.2505,9693.2163,20716.5563,11023.34,71.76,0.23,NORMAL,False,0,,
2024-07-14,total_revenue_usd,1,15248.06,15167.3477,9635.7214,20431.4318,10795.7103,71.18,0.53,NORMAL,False,0,,
2024-07-15,total_revenue_usd,1,14783.79,15057.8175,9343.8592,20639.0663,11295.2071,75.01,-1.82,NORMAL,False,0,,
2024-07-16,total_revenue_usd,1,15020.97,14917.1478,9508.5095,20639.8418,11131.3323,74.62,0.7,NORMAL,False,0,,
2024-07-17,total_revenue_usd,1,15204.92,14984.4025,9198.0594,20363.6519,11165.5925,74.51,1.47,NORMAL,False,0,,
2024-07-18,total_revenue_usd,1,15694.73,15441.705,9893.6321,21085.5222,11191.8901,72.48,1.64,NORMAL,False,0,,
2024-07-19,total_revenue_usd,1,15926.5,16582.6367,10766.4423,21886.4505,11120.0082,67.06,-3.96,NORMAL,False,0,,
2024-07-20,total_revenue_usd,1,15211.53,14915.2802,9458.5427,20384.1667,10925.624,73.25,1.99,NORMAL,False,0,,
2024-07-21,total_revenue_usd,1,15372.67,15035.0119,9798.8359,20763.7979,10964.962,72.93,2.25,NORMAL,False,0,,
2024-07-22,total_revenue_usd,1,14945.59,14939.871,9537.7565,20154.7969,10617.0404,71.07,0.04,NORMAL,False,0,,
2024-07-23,total_revenue_usd,1,16154.57,15855.7415,10162.4856,21472.3209,11309.8353,71.33,1.88,NORMAL,False,0,,
