date,dimension_name,dimension_value,kpi_name,kpi_value
2024-02-03,order_channel,direct,total_revenue_usd,771.53
2024-02-03,order_channel,email,total_revenue_usd,1127.16
2024-02-03,order_channel,organic_search,total_revenue_usd,2967.83
2024-02-03,order_channel,paid_search,total_revenue_usd,1803.07
2024-02-03,order_channel,referral,total_revenue_usd,316.87
2024-02-03,order_channel,social,total_revenue_usd,966.92
2024-02-04,order_channel,affiliate,total_revenue_usd,618.73
2024-02-04,order_channel,direct,total_revenue_usd,991.36
2024-02-04,order_channel,email,total_revenue_usd,2283.36
2024-02-04,order_channel,organic_search,total_revenue_usd,2265.18
2024-02-04,order_channel,paid_search,total_revenue_usd,1617.21
2024-02-04,order_channel,referral,total_revenue_usd,175.76
2024-02-04,order_channel,social,total_revenue_usd,771.26
2024-02-05,order_channel,affiliate,total_revenue_usd,323.49
2024-02-05,order_channel,direct,total_revenue_usd,662.71
2024-02-05,order_channel,email,total_revenue_usd,1943.7
2024-02-05,order_channel,organic_search,total_revenue_usd,2992.56
2024-02-05,order_channel,paid_search,total_revenue_usd,1667.45
2024-02-05,order_channel,referral,total_revenue_usd,558.2
2024-02-05,order_channel,social,total_revenue_usd,507.8
2024-02-06,order_channel,affiliate,total_revenue_usd,492.73
2024-02-06,order_channel,direct,total_revenue_usd,1402.54
2024-02-06,order_channel,email,total_revenue_usd,2257.07
2024-02-06,order_channel,organic_search,total_revenue_usd,1319.16
2024-02-06,order_channel,paid_search,total_revenue_usd,1922.74
2024-02-06,order_channel,referral,total_revenue_usd,518.8
2024-02-06,order_channel,social,total_revenue_usd,1117.53
2024-02-07,order_channel,affiliate,total_revenue_usd,492.27
2024-02-07,order_channel,direct,total_revenue_usd,787.97
2024-02-07,order_channel,email,total_revenue_usd,1203.47
2024-02-07,order_channel,organic_search,total_revenue_usd,3293.4
2024-02-07,order_channel,paid_search,total_revenue_usd,1769.8
2024-02-07,order_channel,referral,total_revenue_usd,61.48
2024-02-07,order_channel,social,total_revenue_usd,1206.62
2024-02-08,order_channel,affiliate,total_revenue_usd,602.02
2024-02-08,order_channel,direct,total_revenue_usd,995.17
2024-02-08,order_channel,email,total_revenue_usd,1421.18
2024-02-08,order_channel,organic_search,total_revenue_usd,2497.8
2024-02-08,order_channel,paid_search,total_revenue_usd,1922.4
2024-02-08,order_channel,referral,total_revenue_usd,707.09
2024-02-08,order_channel,social,total_revenue_usd,651.2
2024-02-09,order_channel,affiliate,total_revenue_usd,1233.85
2024-02-09,order_channel,direct,total_revenue_usd,1407.48
2024-02-09,order_channel,email,total_revenue_usd,1363.7
2024-02-09,order_channel,organic_search,total_revenue_usd,2187.66
2024-02-09,order_channel,paid_search,total_revenue_usd,1509.04
2024-02-09,order_channel,referral,total_revenue_usd,257.58
2024-02-09,order_channel,social,total_revenue_usd,1529.34
2024-02-10,order_channel,affiliate,total_revenue_usd,667.3
2024-02-10,order_channel,direct,total_revenue_usd,1467.84
2024-02-10,order_channel,email,total_revenue_usd,2490.87
2024-02-10,order_channel,organic_search,total_revenue_usd,2914.12
2024-02-10,order_channel,paid_search,total_revenue_usd,924.87
2024-02-10,order_channel,referral,total_revenue_usd,353.02
2024-02-10,order_channel,social,total_revenue_usd,1115.05
2024-02-11,order_channel,affiliate,total_revenue_usd,167.06
2024-02-11,order_channel,direct,total_revenue_usd,1463.78
2024-02-11,order_channel,email,total_revenue_usd,1836.89
2024-02-11,order_channel,organic_search,total_revenue_usd,2832.33
2024-02-11,order_channel,paid_search,total_revenue_usd,2204.35
2024-02-11,order_channel,referral,total_revenue_usd,206.44
2024-02-11,order_channel,social,total_revenue_usd,1138.48
2024-02-12,order_channel,affiliate,total_revenue_usd,1189.34
2024-02-12,order_channel,direct,total_revenue_usd,708.0
2024-02-12,order_channel,email,total_revenue_usd,1675.42
2024-02-12,order_channel,organic_search,total_revenue_usd,3059.75
2024-02-12,order_channel,paid_search,total_revenue_usd,1800.65
2024-02-12,order_channel,referral,total_revenue_usd,367.71
2024-02-12,order_channel,social,total_revenue_usd,914.02
2024-02-13,order_channel,affiliate,total_revenue_usd,248.35
2024-02-13,order_channel,direct,total_revenue_usd,1246.19
2024-02-13,order_channel,email,total_revenue_usd,1732.57
2024-02-13,order_channel,organic_search,total_revenue_usd,2545.44
2024-02-13,order_channel,paid_search,total_revenue_usd,1886.95
2024-02-13,order_channel,referral,total_revenue_usd,174.65
2024-02-13,order_channel,social,total_revenue_usd,1222.15
2024-02-14,order_channel,affiliate,total_revenue_usd,402.21
2024-02-14,order_channel,direct,total_revenue_usd,553.89
2024-02-14,order_channel,email,total_revenue_usd,1497.93
2024-02-14,order_channel,organic_search,total_revenue_usd,3969.63
2024-02-14,order_channel,paid_search,total_revenue_usd,1906.79
2024-02-14,order_channel,referral,total_revenue_usd,688.41
2024-02-14,order_channel,social,total_revenue_usd,1163.42
2024-02-15,order_channel,affiliate,total_revenue_usd,675.24
2024-02-15,order_channel,direct,total_revenue_usd,1016.21
2024-02-15,order_channel,email,total_revenue_usd,1238.95
2024-02-15,order_channel,organic_search,total_revenue_usd,3240.27
2024-02-15,order_channel,paid_search,total_revenue_usd,1994.36
2024-02-15,order_channel,referral,total_revenue_usd,597.42
2024-02-15,order_channel,social,total_revenue_usd,1761.79
2024-02-16,order_channel,affiliate,total_revenue_usd,371.88
2024-02-16,order_channel,direct,total_revenue_usd,1668.8
2024-02-16,order_channel,email,total_revenue_usd,1824.04
2024-02-16,order_channel,organic_search,total_revenue_usd,2557.45
2024-02-16,order_channel,paid_search,total_revenue_usd,2048.17
2024-02-16,order_channel,referral,total_revenue_usd,700.13
2024-02-16,order_channel,social,total_revenue_usd,1003.61
2024-02-17,order_channel,affiliate,total_revenue_usd,716.44
2024-02-17,order_channel,direct,total_revenue_usd,1351.47
2024-02-17,order_channel,email,total_revenue_usd,1682.9
2024-02-17,order_channel,organic_search,total_revenue_usd,2649.34
2024-02-17,order_channel,paid_search,total_revenue_usd,2353.47
2024-02-17,order_channel,referral,total_revenue_usd,223.95
2024-02-17,order_channel,social,total_revenue_usd,1414.1
2024-02-18,order_channel,affiliate,total_revenue_usd,659.28
2024-02-18,order_channel,direct,total_revenue_usd,1383.78
2024-02-18,order_channel,email,total_revenue_usd,1998.2
2024-02-18,order_channel,organic_search,total_revenue_usd,3248.61
2024-02-18,order_channel,paid_search,total_revenue_usd,2798.84
2024-02-18,order_channel,referral,total_revenue_usd,444.75
2024-02-18,order_channel,social,total_revenue_usd,755.36
2024-02-19,order_channel,affiliate,total_revenue_usd,430.48
2024-02-19,order_channel,direct,total_revenue_usd,1131.61
2024-02-19,order_channel,email,total_revenue_usd,1650.07
2024-02-19,order_channel,organic_search,total_revenue_usd,3507.76
2024-02-19,order_channel,paid_search,total_revenue_usd,2019.33
2024-02-19,order_channel,referral,total_revenue_usd,698.35
2024-02-19,order_channel,social,total_revenue_usd,1656.68
2024-02-20,order_channel,affiliate,total_revenue_usd,414.81
2024-02-20,order_channel,direct,total_revenue_usd,1571.03
2024-02-20,order_channel,email,total_revenue_usd,2679.04
2024-02-20,order_channel,organic_search,total_revenue_usd,2317.6
2024-02-20,order_channel,paid_search,total_revenue_usd,2407.44
2024-02-20,order_channel,referral,total_revenue_usd,419.59
2024-02-20,order_channel,social,total_revenue_usd,1542.47
2024-02-21,order_channel,affiliate,total_revenue_usd,1046.27
2024-02-21,order_channel,direct,total_revenue_usd,982.17
2024-02-21,order_channel,email,total_revenue_usd,2471.53
2024-02-21,order_channel,organic_search,total_revenue_usd,2879.39
2024-02-21,order_channel,paid_search,total_revenue_usd,2012.19
2024-02-21,order_channel,referral,total_revenue_usd,611.92
2024-02-21,order_channel,social,total_revenue_usd,1696.62
2024-02-22,order_channel,affiliate,total_revenue_usd,539.55
2024-02-22,order_channel,direct,total_revenue_usd,930.96
2024-02-22,order_channel,email,total_revenue_usd,1988.24
2024-02-22,order_channel,organic_search,total_revenue_usd,3224.71
2024-02-22,order_channel,paid_search,total_revenue_usd,2518.49
2024-02-22,order_channel,referral,total_revenue_usd,440.66
2024-02-22,order_channel,social,total_revenue_usd,1792.37
2024-02-23,order_channel,affiliate,total_revenue_usd,527.94
2024-02-23,order_channel,direct,total_revenue_usd,1691.58
2024-02-23,order_channel,email,total_revenue_usd,1638.32
2024-02-23,order_channel,organic_search,total_revenue_usd,3102.11
2024-02-23,order_channel,paid_search,total_revenue_usd,2134.94
2024-02-23,order_channel,referral,total_revenue_usd,801.1
2024-02-23,order_channel,social,total_revenue_usd,924.94
2024-02-24,order_channel,affiliate,total_revenue_usd,500.61
2024-02-24,order_channel,direct,total_revenue_usd,1234.98
2024-02-24,order_channel,email,total_revenue_usd,1971.76
2024-02-24,order_channel,organic_search,total_revenue_usd,2719.73
2024-02-24,order_channel,paid_search,total_revenue_usd,2896.09
2024-02-24,order_channel,referral,total_revenue_usd,132.64
2024-02-24,order_channel,social,total_revenue_usd,1229.95
2024-02-25,order_channel,affiliate,total_revenue_usd,819.04
2024-02-25,order_channel,direct,total_revenue_usd,828.14
2024-02-25,order_channel,email,total_revenue_usd,1248.79
2024-02-25,order_channel,organic_search,total_revenue_usd,4282.18
2024-02-25,order_channel,paid_search,total_revenue_usd,1773.04
2024-02-25,order_channel,referral,total_revenue_usd,646.85
2024-02-25,order_channel,social,total_revenue_usd,1096.83
2024-02-26,order_channel,affiliate,total_revenue_usd,385.2
2024-02-26,order_channel,direct,total_revenue_usd,1442.74
2024-02-26,order_channel,email,total_revenue_usd,2522.75
2024-02-26,order_channel,organic_search,total_revenue_usd,2474.52
2024-02-26,order_channel,paid_search,total_revenue_usd,2353.8
2024-02-26,order_channel,referral,total_revenue_usd,254.61
2024-02-26,order_channel,social,total_revenue_usd,1789.72
2024-02-27,order_channel,affiliate,total_revenue_usd,554.42
2024-02-27,order_channel,direct,total_revenue_usd,1325.32
2024-02-27,order_channel,email,total_revenue_usd,1628.32
2024-02-27,order_channel,organic_search,total_revenue_usd,3443.3
2024-02-27,order_channel,paid_search,total_revenue_usd,2516.31
2024-02-27,order_channel,referral,total_revenue_usd,613.51
2024-02-27,order_channel,social,total_revenue_usd,1294.34
2024-02-28,order_channel,affiliate,total_revenue_usd,532.5
2024-02-28,order_channel,direct,total_revenue_usd,1170.87
2024-02-28,order_channel,email,total_revenue_usd,1516.2
2024-02-28,order_channel,organic_search,total_revenue_usd,4861.35
2024-02-28,order_channel,paid_search,total_revenue_usd,2264.58
2024-02-28,order_channel,referral,total_revenue_usd,533.05
2024-02-28,order_channel,social,total_revenue_usd,1004.52
2024-02-29,order_channel,affiliate,total_revenue_usd,1150.43
2024-02-29,order_channel,direct,total_revenue_usd,800.61
2024-02-29,order_channel,email,total_revenue_usd,1810.75
2024-02-29,order_channel,organic_search,total_revenue_usd,4392.02
2024-02-29,order_channel,paid_search,total_revenue_usd,1972.43
2024-02-29,order_channel,referral,total_revenue_usd,331.84
2024-02-29,order_channel,social,total_revenue_usd,1542.12
2024-03-01,order_channel,affiliate,total_revenue_usd,536.67
2024-03-01,order_channel,direct,total_revenue_usd,1393.48
2024-03-01,order_channel,email,total_revenue_usd,2557.24
2024-03-01,order_channel,organic_search,total_revenue_usd,3647.09
2024-03-01,order_channel,paid_search,total_revenue_usd,1858.87
2024-03-01,order_channel,referral,total_revenue_usd,390.98
2024-03-01,order_channel,social,total_revenue_usd,1476.57
2024-03-02,order_channel,affiliate,total_revenue_usd,554.22
2024-03-02,order_channel,direct,total_revenue_usd,1136.16
2024-03-02,order_channel,email,total_revenue_usd,1517.48
2024-03-02,order_channel,organic_search,total_revenue_usd,3980.69
2024-03-02,order_channel,paid_search,total_revenue_usd,2054.61
2024-03-02,order_channel,referral,total_revenue_usd,563.28
2024-03-02,order_channel,social,total_revenue_usd,1621.98
2024-03-03,order_channel,affiliate,total_revenue_usd,565.76
2024-03-03,order_channel,direct,total_revenue_usd,1525.57
2024-03-03,order_channel,email,total_revenue_usd,1990.01
2024-03-03,order_channel,organic_search,total_revenue_usd,3579.38
2024-03-03,order_channel,paid_search,total_revenue_usd,2234.73
2024-03-03,order_channel,referral,total_revenue_usd,471.59
2024-03-03,order_channel,social,total_revenue_usd,1583.54
2024-03-04,order_channel,affiliate,total_revenue_usd,532.58
2024-03-04,order_channel,direct,total_revenue_usd,1425.01
2024-03-04,order_channel,email,total_revenue_usd,1862.41
2024-03-04,order_channel,organic_search,total_revenue_usd,3165.87
2024-03-04,order_channel,paid_search,total_revenue_usd,2209.29
2024-03-04,order_channel,referral,total_revenue_usd,802.69
2024-03-04,order_channel,social,total_revenue_usd,2115.47
2024-03-05,order_channel,affiliate,total_revenue_usd,560.64
2024-03-05,order_channel,direct,total_revenue_usd,545.82
2024-03-05,order_channel,email,total_revenue_usd,2975.79
2024-03-05,order_channel,organic_search,total_revenue_usd,4326.06
2024-03-05,order_channel,paid_search,total_revenue_usd,1915.28
2024-03-05,order_channel,referral,total_revenue_usd,288.13
2024-03-05,order_channel,social,total_revenue_usd,1461.73
2024-03-06,order_channel,affiliate,total_revenue_usd,580.19
2024-03-06,order_channel,direct,total_revenue_usd,690.62
2024-03-06,order_channel,email,total_revenue_usd,2549.21
2024-03-06,order_channel,organic_search,total_revenue_usd,2507.1
2024-03-06,order_channel,paid_search,total_revenue_usd,2250.02
2024-03-06,order_channel,referral,total_revenue_usd,1066.21
2024-03-06,order_channel,social,total_revenue_usd,2114.95
2024-03-07,order_channel,affiliate,total_revenue_usd,288.3
2024-03-07,order_channel,direct,total_revenue_usd,1233.05
2024-03-07,order_channel,email,total_revenue_usd,1993.88
2024-03-07,order_channel,organic_search,total_revenue_usd,3720.9
2024-03-07,order_channel,paid_search,total_revenue_usd,1991.54
2024-03-07,order_channel,referral,total_revenue_usd,1221.61
2024-03-07,order_channel,social,total_revenue_usd,1325.45
2024-03-08,order_channel,affiliate,total_revenue_usd,536.34
2024-03-08,order_channel,direct,total_revenue_usd,1057.25
2024-03-08,order_channel,email,total_revenue_usd,2658.23
2024-03-08,order_channel,organic_search,total_revenue_usd,4040.9
2024-03-08,order_channel,paid_search,total_revenue_usd,1680.94
2024-03-08,order_channel,referral,total_revenue_usd,396.05
2024-03-08,order_channel,social,total_revenue_usd,1713.48
2024-03-09,order_channel,affiliate,total_revenue_usd,743.35
