anomaly_id,date,kpi,tier,severity,direction,deviation_pct,z_score,anomaly_flag,anomaly_event,dependency_chain,suspected_driver_kpi,driver_z_score,driver_direction,graph_depth_reached,co_anomalous_kpis,affected_tier1_kpis,traversal_stopped,ci_ran,ci_actual_cum,ci_counterfactual_cum,ci_absolute_effect,ci_relative_effect_pct,ci_lower,ci_upper,ci_effect_significant,ci_confidence,ci_skip_reason,dw_ran,dw_treatment,dw_outcome,dw_ate_coeff,dw_p_value,dw_driver_deviation,dw_estimated_contribution,dw_effect_pct,dw_refutation_passed,dw_confidence,root_cause_confidence,causal_summary,is_externally_driven,external_driver_type,external_driver_detail,actionability_score,actionability_label,escalation_suppressed,suppression_reason,snap_economic_index,snap_marketing_pressure,snap_seasonal_index,snap_consumer_sentiment,rca_narrative
ANO-20240820-ROAS,2024-08-20,avg_roas,1,MEDIUM,DOWN,-53.09,-0.641,1,back_to_school_surge,avg_roas,avg_roas,-0.641,DOWN,0,"n_orders, sessions, total_revenue_usd",,no_anomalous_child,False,,,,,,,,,,False,,,,,,,,,,,avg_roas moved DOWN -53.1% on 2024-08-20; suspected driver: avg_roas.,False,none,,1.0,HIGH,False,,0.20739,0.19968,0.07294,0.10939,[MEDIUM] avg_roas moved DOWN -53.1% on 2024-08-20. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20241214-ROAS,2024-12-14,avg_roas,1,MEDIUM,DOWN,-20.14,-0.3499,0,,avg_roas -> total_clicks,total_clicks,1.9888,UP,1,"avg_discount_pct, conversion_rate, inventory_health, n_orders, sessions, total_clicks, total_revenue_usd",avg_roas,leaf_node_reached,False,,,,,,,,,,False,,,,,,,,,,,avg_roas moved DOWN -20.1% on 2024-12-14; suspected driver: total_clicks.,True,competitive_pressure,marketing_pressure=0.384 (threshold 0.3),0.45,SUPPRESSED,True,Suppressed: competitive_pressure (actionability=0.45),-0.10494,0.38398,-0.1495,-0.13445,[MEDIUM] avg_roas moved DOWN -20.1% on 2024-12-14. Chain: avg_roas -> total_clicks. Suspected driver: total_clicks. External: competitive pressure detected. Actionability: SUPPRESSED. Escalation SUPPRESSED.
ANO-20241216-ROAS,2024-12-16,avg_roas,1,MEDIUM,DOWN,-53.82,-0.9653,0,,avg_roas,avg_roas,-0.9653,DOWN,0,"avg_order_value_usd, bounce_rate",,no_anomalous_child,False,,,,,,,,,,False,,,,,,,,,,,avg_roas moved DOWN -53.8% on 2024-12-16; suspected driver: avg_roas.,True,competitive_pressure,marketing_pressure=0.353 (threshold 0.3),0.45,SUPPRESSED,True,Suppressed: competitive_pressure (actionability=0.45),-0.12788,0.35268,-0.14983,-0.1152,[MEDIUM] avg_roas moved DOWN -53.8% on 2024-12-16. Root: avg_roas (no deeper driver above watch threshold). External: competitive pressure detected. Actionability: SUPPRESSED. Escalation SUPPRESSED.
ANO-20250127-ROAS,2025-01-27,avg_roas,1,MEDIUM,DOWN,-7.32,-0.0689,0,,avg_roas -> total_clicks,total_clicks,1.6941,UP,1,"n_stockouts, total_clicks",avg_roas,leaf_node_reached,False,,,,,,,,,,False,,,,,,,,,,,avg_roas moved DOWN -7.3% on 2025-01-27; suspected driver: total_clicks.,False,none,,1.0,HIGH,False,,-0.08221,0.29612,-0.11864,-0.15758,[MEDIUM] avg_roas moved DOWN -7.3% on 2025-01-27. Chain: avg_roas -> total_clicks. Suspected driver: total_clicks. No external suppression. Fully actionable.
ANO-20250128-ROAS,2025-01-28,avg_roas,1,MEDIUM,DOWN,-64.67,-0.8378,0,,avg_roas,avg_roas,-0.8378,DOWN,0,return_rate,,no_anomalous_child,False,,,,,,,,,,False,,,,,,,,,,,avg_roas moved DOWN -64.7% on 2025-01-28; suspected driver: avg_roas.,True,competitive_pressure,marketing_pressure=0.338 (threshold 0.3),0.45,SUPPRESSED,True,Suppressed: competitive_pressure (actionability=0.45),-0.09876,0.33782,-0.11704,-0.23,[MEDIUM] avg_roas moved DOWN -64.7% on 2025-01-28. Root: avg_roas (no deeper driver above watch threshold). External: competitive pressure detected. Actionability: SUPPRESSED. Escalation SUPPRESSED.
ANO-20250201-ROAS,2025-02-01,avg_roas,1,MEDIUM,DOWN,-40.5,-0.7371,0,,avg_roas,avg_roas,-0.7371,DOWN,0,,,no_anomalous_child,False,,,,,,,,,,False,,,,,,,,,,,avg_roas moved DOWN -40.5% on 2025-02-01; suspected driver: avg_roas.,True,competitive_pressure,marketing_pressure=0.461 (threshold 0.3),0.45,SUPPRESSED,True,Suppressed: competitive_pressure (actionability=0.45),-0.15255,0.46134,-0.11031,-0.10342,[MEDIUM] avg_roas moved DOWN -40.5% on 2025-02-01. Root: avg_roas (no deeper driver above watch threshold). External: competitive pressure detected. Actionability: SUPPRESSED. Escalation SUPPRESSED.
ANO-20250204-ROAS,2025-02-04,avg_roas,1,MEDIUM,DOWN,-66.42,-1.2275,0,,avg_roas,avg_roas,-1.2275,DOWN,0,"avg_order_value_usd, bounce_rate",,no_anomalous_child,False,,,,,,,,,,False,,,,,,,,,,,avg_roas moved DOWN -66.4% on 2025-02-04; suspected driver: avg_roas.,True,competitive_pressure,marketing_pressure=0.397 (threshold 0.3),0.45,SUPPRESSED,True,Suppressed: competitive_pressure (actionability=0.45),-0.02153,0.39699,-0.10492,-0.0973,[MEDIUM] avg_roas moved DOWN -66.4% on 2025-02-04. Root: avg_roas (no deeper driver above watch threshold). External: competitive pressure detected. Actionability: SUPPRESSED. Escalation SUPPRESSED.
ANO-20250917-ROAS,2025-09-17,avg_roas,1,MEDIUM,DOWN,-61.11,-0.7594,1,bot_traffic_surge,avg_roas,avg_roas,-0.7594,DOWN,0,sessions,,no_anomalous_child,False,,,,,,,,,,False,,,,,,,,,,,avg_roas moved DOWN -61.1% on 2025-09-17; suspected driver: avg_roas.,False,none,,1.0,HIGH,False,,0.04631,-0.01456,0.00645,0.1885,[MEDIUM] avg_roas moved DOWN -61.1% on 2025-09-17. Root: avg_roas (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20251128-ROAS,2025-11-28,avg_roas,1,MEDIUM,DOWN,-58.79,-0.9295,1,black_friday_spike,avg_roas -> total_clicks,total_clicks,-1.8655,DOWN,1,"avg_order_value_usd, n_orders, total_clicks, total_revenue_usd",avg_roas,leaf_node_reached,False,,,,,,,,,,False,,,,,,,,,,,avg_roas moved DOWN -58.8% on 2025-11-28; suspected driver: total_clicks.,False,none,,1.0,HIGH,False,,0.03214,-0.03777,-0.13961,-0.02767,[MEDIUM] avg_roas moved DOWN -58.8% on 2025-11-28. Chain: avg_roas -> total_clicks. Suspected driver: total_clicks. No external suppression. Fully actionable.
ANO-20240620-RET,2024-06-20,return_rate,2,MEDIUM,DOWN,-1.95,-1.0424,0,,return_rate,return_rate,-1.0424,DOWN,0,,total_revenue_usd,tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,return_rate moved DOWN -1.9% on 2024-06-20; suspected driver: return_rate.,False,none,,1.0,HIGH,False,,0.06756,0.45172,0.14999,0.02963,[MEDIUM] return_rate moved DOWN -1.9% on 2024-06-20. Root: return_rate (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20250114-RET,2025-01-14,return_rate,2,MEDIUM,DOWN,-2.2,-0.8545,0,,return_rate,return_rate,-0.8545,DOWN,0,avg_roas,total_revenue_usd,tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,return_rate moved DOWN -2.2% on 2025-01-14; suspected driver: return_rate.,False,none,,1.0,HIGH,False,,-0.04681,0.15247,-0.13605,0.00062,[MEDIUM] return_rate moved DOWN -2.2% on 2025-01-14. Root: return_rate (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240417-STK,2024-04-17,n_stockouts,2,MEDIUM,,,,0,,n_stockouts,n_stockouts,,,0,"avg_discount_pct, conversion_rate, n_orders, sessions, total_revenue_usd","n_orders, total_revenue_usd",tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,n_stockouts moved nan +nan% on 2024-04-17; suspected driver: n_stockouts.,False,none,,1.0,HIGH,False,,0.17425,0.29856,0.06953,-0.00695,[MEDIUM] n_stockouts moved nan +nan% on 2024-04-17. Root: n_stockouts (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240626-STK,2024-06-26,n_stockouts,2,MEDIUM,DOWN,-100.0,-0.5855,0,,n_stockouts,n_stockouts,-0.5855,DOWN,0,bounce_rate,"n_orders, total_revenue_usd",tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,n_stockouts moved DOWN -100.0% on 2024-06-26; suspected driver: n_stockouts.,False,none,,1.0,HIGH,False,,0.21382,0.16615,0.14899,-0.10451,[MEDIUM] n_stockouts moved DOWN -100.0% on 2024-06-26. Root: n_stockouts (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20241105-STK,2024-11-05,n_stockouts,2,MEDIUM,,,,1,bot_traffic_surge,n_stockouts,n_stockouts,,,0,"conversion_rate, n_orders, return_rate, sessions","n_orders, total_revenue_usd",tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,n_stockouts moved nan +nan% on 2024-11-05; suspected driver: n_stockouts.,False,none,,1.0,HIGH,False,,0.05181,-0.04472,-0.10943,-0.03947,[MEDIUM] n_stockouts moved nan +nan% on 2024-11-05. Root: n_stockouts (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20241216-STK,2024-12-16,n_stockouts,2,MEDIUM,,,,0,,n_stockouts,n_stockouts,,,0,"avg_order_value_usd, bounce_rate","n_orders, total_revenue_usd",tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,n_stockouts moved nan +nan% on 2024-12-16; suspected driver: n_stockouts.,False,none,,1.0,HIGH,False,,-0.12788,0.35268,-0.14983,-0.1152,[MEDIUM] n_stockouts moved nan +nan% on 2024-12-16. Root: n_stockouts (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240710-BNC,2024-07-10,bounce_rate,2,MEDIUM,DOWN,-10.54,-1.197,1,marketing_tracking_outage,bounce_rate,bounce_rate,-1.197,DOWN,0,"avg_order_value_usd, total_revenue_usd","conversion_rate, n_orders, total_revenue_usd",tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,bounce_rate moved DOWN -10.5% on 2024-07-10; suspected driver: bounce_rate.,False,none,,1.0,HIGH,False,,0.22912,0.19001,0.14053,-0.09521,[MEDIUM] bounce_rate moved DOWN -10.5% on 2024-07-10. Root: bounce_rate (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240620-CLK,2024-06-20,total_clicks,3,LOW,DOWN,-15.87,-0.37,0,,total_clicks,total_clicks,-0.37,DOWN,0,,avg_roas,tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,total_clicks moved DOWN -15.9% on 2024-06-20; suspected driver: total_clicks.,False,none,,1.0,HIGH,False,,0.06756,0.45172,0.14999,0.02963,[LOW] total_clicks moved DOWN -15.9% on 2024-06-20. Root: total_clicks (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240621-CLK,2024-06-21,total_clicks,3,LOW,DOWN,-51.35,-0.9873,0,,total_clicks,total_clicks,-0.9873,DOWN,0,,avg_roas,tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,total_clicks moved DOWN -51.4% on 2024-06-21; suspected driver: total_clicks.,False,none,,1.0,HIGH,False,,0.10159,0.26754,0.14993,0.00869,[LOW] total_clicks moved DOWN -51.4% on 2024-06-21. Root: total_clicks (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240622-CLK,2024-06-22,total_clicks,3,LOW,DOWN,-38.76,-0.8858,0,,total_clicks,total_clicks,-0.8858,DOWN,0,"avg_order_value_usd, inventory_health",avg_roas,tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,total_clicks moved DOWN -38.8% on 2024-06-22; suspected driver: total_clicks.,False,none,,1.0,HIGH,False,,0.19968,0.26634,0.14983,-0.00467,[LOW] total_clicks moved DOWN -38.8% on 2024-06-22. Root: total_clicks (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240626-CLK,2024-06-26,total_clicks,3,LOW,DOWN,-66.77,-0.9567,0,,total_clicks,total_clicks,-0.9567,DOWN,0,bounce_rate,avg_roas,tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,total_clicks moved DOWN -66.8% on 2024-06-26; suspected driver: total_clicks.,False,none,,1.0,HIGH,False,,0.21382,0.16615,0.14899,-0.10451,[LOW] total_clicks moved DOWN -66.8% on 2024-06-26. Root: total_clicks (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240723-CLK,2024-07-23,total_clicks,3,LOW,DOWN,-69.3,-1.0362,0,,total_clicks,total_clicks,-1.0362,DOWN,0,"avg_order_value_usd, inventory_health",avg_roas,tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,total_clicks moved DOWN -69.3% on 2024-07-23; suspected driver: total_clicks.,False,none,,1.0,HIGH,False,,0.39181,0.10941,0.12539,-0.0161,[LOW] total_clicks moved DOWN -69.3% on 2024-07-23. Root: total_clicks (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20241105-CLK,2024-11-05,total_clicks,3,LOW,DOWN,-36.29,-0.6737,1,bot_traffic_surge,total_clicks,total_clicks,-0.6737,DOWN,0,"conversion_rate, n_orders, return_rate, sessions",avg_roas,tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,total_clicks moved DOWN -36.3% on 2024-11-05; suspected driver: total_clicks.,False,none,,1.0,HIGH,False,,0.05181,-0.04472,-0.10943,-0.03947,[LOW] total_clicks moved DOWN -36.3% on 2024-11-05. Root: total_clicks (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20250126-CLK,2025-01-26,total_clicks,3,LOW,DOWN,-39.55,-0.8499,0,,total_clicks,total_clicks,-0.8499,DOWN,0,"avg_order_value_usd, bounce_rate",avg_roas,tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,total_clicks moved DOWN -39.5% on 2025-01-26; suspected driver: total_clicks.,False,none,,1.0,HIGH,False,,-0.15766,0.2559,-0.1202,-0.15726,[LOW] total_clicks moved DOWN -39.5% on 2025-01-26. Root: total_clicks (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20250128-CLK,2025-01-28,total_clicks,3,LOW,DOWN,-39.53,-0.6677,0,,total_clicks,total_clicks,-0.6677,DOWN,0,return_rate,avg_roas,tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,total_clicks moved DOWN -39.5% on 2025-01-28; suspected driver: total_clicks.,False,none,,1.0,HIGH,False,,-0.09876,0.33782,-0.11704,-0.23,[LOW] total_clicks moved DOWN -39.5% on 2025-01-28. Root: total_clicks (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20250130-CLK,2025-01-30,total_clicks,3,LOW,DOWN,-11.76,-0.1887,0,,total_clicks,total_clicks,-0.1887,DOWN,0,,avg_roas,tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,total_clicks moved DOWN -11.8% on 2025-01-30; suspected driver: total_clicks.,False,none,,1.0,HIGH,False,,-0.11527,0.53216,-0.11375,-0.21728,[LOW] total_clicks moved DOWN -11.8% on 2025-01-30. Root: total_clicks (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20250204-CLK,2025-02-04,total_clicks,3,LOW,DOWN,-2.11,-0.064,0,,total_clicks,total_clicks,-0.064,DOWN,0,"avg_order_value_usd, bounce_rate",avg_roas,tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,total_clicks moved DOWN -2.1% on 2025-02-04; suspected driver: total_clicks.,False,none,,1.0,HIGH,False,,-0.02153,0.39699,-0.10492,-0.0973,[LOW] total_clicks moved DOWN -2.1% on 2025-02-04. Root: total_clicks (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20251128-CLK,2025-11-28,total_clicks,3,LOW,DOWN,-63.83,-1.8655,1,black_friday_spike,total_clicks,total_clicks,-1.8655,DOWN,0,"avg_order_value_usd, n_orders, total_revenue_usd",avg_roas,tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,total_clicks moved DOWN -63.8% on 2025-11-28; suspected driver: total_clicks.,False,none,,1.0,HIGH,False,,0.03214,-0.03777,-0.13961,-0.02767,[LOW] total_clicks moved DOWN -63.8% on 2025-11-28. Root: total_clicks (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240618-SES,2024-06-18,sessions,3,LOW,DOWN,-60.65,-2.2609,1,website_outage,sessions,sessions,-2.2609,DOWN,0,"avg_discount_pct, avg_order_value_usd, conversion_rate, n_orders, total_revenue_usd","n_orders, total_revenue_usd",tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,sessions moved DOWN -60.6% on 2024-06-18; suspected driver: sessions.,False,none,,1.0,HIGH,False,,0.17751,0.36144,0.14997,-0.00756,[LOW] sessions moved DOWN -60.6% on 2024-06-18. Root: sessions (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240618-INV,2024-06-18,inventory_health,3,LOW,DOWN,70.57,-0.9915,1,website_outage,inventory_health,inventory_health,-0.9915,DOWN,0,"avg_discount_pct, avg_order_value_usd, conversion_rate, n_orders, sessions, total_revenue_usd","n_orders, total_revenue_usd",tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,inventory_health moved DOWN +70.6% on 2024-06-18; suspected driver: inventory_health.,False,none,,1.0,HIGH,False,,0.17751,0.36144,0.14997,-0.00756,[LOW] inventory_health moved DOWN +70.6% on 2024-06-18. Root: inventory_health (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240619-INV,2024-06-19,inventory_health,3,LOW,DOWN,91.82,-1.6148,0,,inventory_health,inventory_health,-1.6148,DOWN,0,"avg_discount_pct, n_stockouts","n_orders, total_revenue_usd",tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,inventory_health moved DOWN +91.8% on 2024-06-19; suspected driver: inventory_health.,False,none,,1.0,HIGH,False,,0.09633,0.38278,0.15,0.00394,[LOW] inventory_health moved DOWN +91.8% on 2024-06-19. Root: inventory_health (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240620-INV,2024-06-20,inventory_health,3,LOW,DOWN,47.99,-1.0235,0,,inventory_health,inventory_health,-1.0235,DOWN,0,,"n_orders, total_revenue_usd",tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,inventory_health moved DOWN +48.0% on 2024-06-20; suspected driver: inventory_health.,False,none,,1.0,HIGH,False,,0.06756,0.45172,0.14999,0.02963,[LOW] inventory_health moved DOWN +48.0% on 2024-06-20. Root: inventory_health (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240710-INV,2024-07-10,inventory_health,3,LOW,DOWN,152.83,-1.4533,1,marketing_tracking_outage,inventory_health,inventory_health,-1.4533,DOWN,0,"avg_order_value_usd, total_revenue_usd","n_orders, total_revenue_usd",tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,inventory_health moved DOWN +152.8% on 2024-07-10; suspected driver: inventory_health.,False,none,,1.0,HIGH,False,,0.22912,0.19001,0.14053,-0.09521,[LOW] inventory_health moved DOWN +152.8% on 2024-07-10. Root: inventory_health (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20240711-INV,2024-07-11,inventory_health,3,LOW,DOWN,47.83,-0.6578,0,,inventory_health,inventory_health,-0.6578,DOWN,0,"avg_order_value_usd, return_rate, total_revenue_usd","n_orders, total_revenue_usd",tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,inventory_health moved DOWN +47.8% on 2024-07-11; suspected driver: inventory_health.,False,none,,1.0,HIGH,False,,0.23702,0.22409,0.13961,-0.13685,[LOW] inventory_health moved DOWN +47.8% on 2024-07-11. Root: inventory_health (no deeper driver above watch threshold). No external suppression. Fully actionable.
ANO-20241129-INV,2024-11-29,inventory_health,3,LOW,DOWN,-96.34,-1.8103,1,black_friday_spike,inventory_health,inventory_health,-1.8103,DOWN,0,"avg_order_value_usd, avg_roas, n_orders, total_revenue_usd","n_orders, total_revenue_usd",tier_2_3_no_traversal,False,,,,,,,,,,False,,,,,,,,,,,inventory_health moved DOWN -96.3% on 2024-11-29; suspected driver: inventory_health.,False,none,,1.0,HIGH,False,,0.1984,0.05041,-0.14141,-0.04948,[LOW] inventory_health moved DOWN -96.3% on 2024-11-29. Root: inventory_health (no deeper driver above watch threshold). No external suppression. Fully actionable.
