anomaly_id,date,kpi,tier,severity,direction,deviation_pct,z_score,anomaly_flag,anomaly_event,dependency_chain,suspected_driver_kpi,driver_z_score,driver_direction,graph_depth_reached,co_anomalous_kpis,affected_tier1_kpis,traversal_stopped
ANO-20251128-CLK,2025-11-28,total_clicks,3,LOW,DOWN,-63.83,-1.8655,1,black_friday_spike,total_clicks,total_clicks,-1.8655,DOWN,0,"avg_order_value_usd, n_orders, total_revenue_usd",avg_roas,tier_2_3_no_traversal
ANO-20240618-SES,2024-06-18,sessions,3,LOW,DOWN,-60.65,-2.2609,1,website_outage,sessions,sessions,-2.2609,DOWN,0,"avg_discount_pct, avg_order_value_usd, conversion_rate, n_orders, total_revenue_usd","n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20240618-INV,2024-06-18,inventory_health,3,LOW,DOWN,70.57,-0.9915,1,website_outage,inventory_health,inventory_health,-0.9915,DOWN,0,"avg_discount_pct, avg_order_value_usd, conversion_rate, n_orders, sessions, total_revenue_usd","n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20240619-INV,2024-06-19,inventory_health,3,LOW,DOWN,91.82,-1.6148,0,,inventory_health,inventory_health,-1.6148,DOWN,0,"avg_discount_pct, n_stockouts","n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20240620-INV,2024-06-20,inventory_health,3,LOW,DOWN,47.99,-1.0235,0,,inventory_health,inventory_health,-1.0235,DOWN,0,,"n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20240710-INV,2024-07-10,inventory_health,3,LOW,DOWN,152.83,-1.4533,1,marketing_tracking_outage,inventory_health,inventory_health,-1.4533,DOWN,0,"avg_order_value_usd, total_revenue_usd","n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20240711-INV,2024-07-11,inventory_health,3,LOW,DOWN,47.83,-0.6578,0,,inventory_health,inventory_health,-0.6578,DOWN,0,"avg_order_value_usd, return_rate, total_revenue_usd","n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20241129-INV,2024-11-29,inventory_health,3,LOW,DOWN,-96.34,-1.8103,1,black_friday_spike,inventory_health,inventory_health,-1.8103,DOWN,0,"avg_order_value_usd, avg_roas, n_orders, total_revenue_usd","n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20241202-INV,2024-12-02,inventory_health,3,LOW,DOWN,-51.32,-0.5261,1,cyber_monday_halo,inventory_health,inventory_health,-0.5261,DOWN,0,,"n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20241216-INV,2024-12-16,inventory_health,3,LOW,DOWN,-10.2,-0.16,0,,inventory_health,inventory_health,-0.16,DOWN,0,"avg_order_value_usd, bounce_rate","n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20250126-INV,2025-01-26,inventory_health,3,LOW,DOWN,53.45,-0.9349,0,,inventory_health,inventory_health,-0.9349,DOWN,0,"avg_order_value_usd, bounce_rate","n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20250127-INV,2025-01-27,inventory_health,3,LOW,DOWN,80.39,-1.4505,0,,inventory_health,inventory_health,-1.4505,DOWN,0,"n_stockouts, total_clicks","n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20250128-INV,2025-01-28,inventory_health,3,LOW,DOWN,27.54,-0.6826,0,,inventory_health,inventory_health,-0.6826,DOWN,0,return_rate,"n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20250525-INV,2025-05-25,inventory_health,3,LOW,DOWN,106.66,-0.8351,0,,inventory_health,inventory_health,-0.8351,DOWN,0,"avg_roas, total_clicks","n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20250924-INV,2025-09-24,inventory_health,3,LOW,DOWN,10.32,-0.1929,0,,inventory_health,inventory_health,-0.1929,DOWN,0,"avg_discount_pct, conversion_rate, n_orders, sessions","n_orders, total_revenue_usd",tier_2_3_no_traversal
ANO-20250925-INV,2025-09-25,inventory_health,3,LOW,DOWN,14.29,-0.3645,0,,inventory_health,inventory_health,-0.3645,DOWN,0,"avg_discount_pct, conversion_rate, n_orders, sessions","n_orders, total_revenue_usd",tier_2_3_no_traversal
